,Live Spectrum 8/25/2018 9:11:41 PM
Wavelength [nm],Intensity
923.892,1590.745
924.271,1591.490
924.65,1591.706
925.029,1591.294
925.407,1591.275
925.786,1591.020
926.165,1590.902
926.543,1589.353
926.922,1587.177
927.3,1585.745
927.678,1584.118
928.056,1583.765
928.434,1583.412
928.812,1582.255
929.19,1580.275
929.567,1579.196
929.945,1578.804
930.322,1578.078
930.7,1577.392
931.077,1576.745
931.454,1576.059
931.831,1575.235
932.208,1575.804
932.585,1575.098
932.962,1575.431
933.338,1575.980
933.715,1576.314
934.091,1577.039
934.467,1577.275
934.844,1578.216
935.22,1579.039
935.596,1580.314
935.972,1580.667
936.347,1581.471
936.723,1581.765
937.099,1581.529
937.474,1580.412
937.85,1580.627
938.225,1579.392
938.6,1578.784
938.975,1578.000
939.35,1577.784
939.725,1577.118
940.1,1577.177
940.474,1578.412
940.849,1578.725
941.223,1578.961
941.598,1578.627
941.972,1578.039
942.346,1578.333
942.72,1578.451
943.094,1579.118
943.468,1579.804
943.841,1581.765
944.215,1581.902
944.589,1582.667
944.962,1582.392
945.335,1583.804
945.709,1585.314
946.082,1587.157
946.455,1588.137
946.828,1588.686
947.2,1590.196
947.573,1590.431
947.946,1590.706
948.318,1591.980
948.69,1592.647
949.063,1591.941
949.435,1590.941
949.807,1591.196
950.179,1590.392
950.551,1591.824
950.923,1592.824
951.294,1593.647
951.666,1592.157
952.037,1590.902
952.409,1588.922
952.78,1586.608
953.151,1584.667
953.522,1582.941
953.893,1581.412
954.264,1580.667
954.634,1579.569
955.005,1577.882
955.376,1576.294
955.746,1575.765
956.116,1574.784
956.487,1575.235
956.857,1574.765
957.227,1575.235
957.596,1574.020
957.966,1574.412
958.336,1574.353
958.706,1575.118
959.075,1577.392
959.444,1577.706
959.814,1577.882
960.183,1579.039
960.552,1580.118
960.921,1581.157
961.29,1582.177
961.658,1585.353
962.027,1586.314
962.396,1587.941
962.764,1589.118
963.132,1590.392
963.501,1591.216
963.869,1593.235
964.237,1593.529
964.605,1593.333
964.973,1593.059
965.34,1592.020
965.708,1592.000
966.075,1592.196
966.443,1591.804
966.81,1591.804
967.177,1591.392
967.545,1591.569
967.912,1591.059
968.278,1591.431
968.645,1591.961
969.012,1591.235
969.378,1590.039
969.745,1588.784
970.111,1587.431
970.478,1587.196
970.844,1586.882
971.21,1586.647
971.576,1586.510
971.942,1586.804
972.307,1586.608
972.673,1586.608
973.039,1586.098
973.404,1586.745
973.769,1586.549
974.135,1586.412
974.5,1586.275
974.865,1584.451
975.23,1583.000
975.595,1581.216
975.959,1580.647
976.324,1580.098
976.688,1579.255
977.053,1579.118
977.417,1579.686
977.781,1580.823
978.145,1581.118
978.509,1582.039
978.873,1582.431
979.237,1582.922
979.601,1583.059
979.964,1583.843
980.328,1583.177
980.691,1582.294
981.055,1582.863
981.418,1582.843
981.781,1584.137
982.144,1583.922
982.507,1584.451
982.869,1586.235
983.232,1586.686
983.595,1586.039
983.957,1584.941
984.319,1584.451
984.682,1584.020
985.044,1584.039
985.406,1584.275
985.768,1583.608
986.13,1583.490
986.491,1583.922
986.853,1584.588
987.214,1584.216
987.576,1584.863
987.937,1584.078
988.298,1584.529
988.659,1584.549
989.02,1583.882
989.381,1584.294
989.742,1585.196
990.103,1585.177
990.463,1585.980
990.824,1586.216
991.184,1586.353
991.544,1586.098
991.905,1587.059
992.265,1587.412
992.625,1588.078
992.985,1589.451
993.344,1591.059
993.704,1591.000
994.063,1592.196
994.423,1592.255
994.782,1593.216
995.142,1593.275
995.501,1593.039
995.86,1591.804
996.219,1591.882
996.577,1591.667
996.936,1590.451
997.295,1589.529
997.653,1589.255
998.012,1587.471
998.37,1586.353
998.728,1585.353
999.086,1583.686
999.444,1582.745
999.802,1583.098
1000.16,1582.490
1000.518,1582.725
1000.875,1581.784
1001.233,1582.098
1001.59,1582.255
1001.947,1582.000
1002.305,1581.529
1002.662,1580.529
1003.019,1580.843
1003.375,1580.569
1003.732,1580.412
1004.089,1580.961
1004.445,1581.608
1004.802,1581.412
1005.158,1582.078
1005.514,1582.314
1005.871,1582.118
1006.227,1582.863
1006.583,1583.275
1006.938,1584.137
1007.294,1584.020
1007.65,1584.823
1008.005,1586.235
1008.361,1587.059
1008.716,1587.510
1009.071,1586.784
1009.426,1587.961
1009.781,1588.588
1010.136,1588.529
1010.491,1587.882
1010.846,1587.196
1011.2,1585.275
1011.555,1583.353
1011.909,1581.765
1012.263,1580.333
1012.617,1578.569
1012.971,1576.294
1013.326,1575.588
1013.679,1574.078
1014.033,1573.177
1014.387,1572.765
1014.74,1572.941
1015.094,1573.961
1015.447,1573.725
1015.8,1573.647
1016.153,1574.373
1016.507,1575.588
1016.859,1577.000
1017.212,1579.039
1017.565,1579.902
1017.918,1581.275
1018.27,1582.627
1018.622,1585.627
1018.975,1587.373
1019.327,1588.216
1019.679,1588.588
1020.031,1589.353
1020.383,1589.706
1020.735,1590.823
1021.086,1591.078
1021.438,1590.863
1021.79,1590.078
1022.141,1589.216
1022.492,1587.745
1022.843,1587.000
1023.194,1586.294
1023.545,1586.059
1023.896,1585.686
1024.247,1585.157
1024.598,1584.216
1024.948,1584.039
1025.299,1583.922
1025.649,1584.647
1025.999,1586.039
1026.349,1586.451
1026.699,1585.412
1027.049,1584.686
1027.399,1584.235
1027.749,1584.745
1028.099,1584.627
1028.448,1584.745
1028.797,1584.843
1029.147,1584.235
1029.496,1584.529
1029.845,1584.235
1030.194,1583.765
1030.543,1583.059
1030.892,1583.039
1031.24,1581.961
1031.589,1581.314
1031.938,1581.078
1032.286,1581.412
1032.634,1582.902
1032.982,1584.078
1033.33,1585.059
1033.678,1585.157
1034.026,1586.471
1034.374,1587.549
1034.722,1587.902
1035.069,1589.353
1035.417,1589.725
1035.764,1590.235
1036.111,1590.118
1036.458,1589.412
1036.805,1588.039
1037.152,1587.725
1037.499,1586.843
1037.846,1584.275
1038.193,1583.823
1038.539,1582.294
1038.885,1581.549
1039.232,1581.294
1039.578,1581.765
1039.924,1580.373
1040.27,1580.529
1040.616,1581.333
1040.962,1581.647
1041.307,1582.333
1041.653,1583.275
1041.998,1584.451
1042.344,1585.020
1042.689,1586.451
1043.034,1587.412
1043.379,1588.000
1043.724,1589.765
1044.069,1589.353
1044.414,1590.294
1044.759,1589.784
1045.103,1590.667
1045.448,1590.157
1045.792,1590.647
1046.136,1589.392
1046.48,1588.020
1046.824,1587.216
1047.168,1587.000
1047.512,1587.765
1047.856,1587.529
1048.199,1588.118
1048.543,1589.667
1048.886,1592.078
1049.23,1593.510
1049.573,1593.588
1049.916,1594.196
1050.259,1593.510
1050.602,1595.490
1050.945,1596.275
1051.287,1596.647
1051.63,1595.706
1051.972,1597.392
1052.315,1597.471
1052.657,1596.765
1052.999,1595.863
1053.341,1593.980
1053.683,1593.294
1054.025,1592.843
1054.367,1592.490
1054.708,1591.706
1055.05,1592.510
1055.391,1594.078
1055.733,1595.804
1056.074,1597.647
1056.415,1598.000
1056.756,1598.471
1057.097,1600.118
1057.438,1601.039
1057.779,1599.765
1058.119,1599.961
1058.46,1600.098
1058.8,1600.490
1059.141,1601.941
1059.481,1602.922
1059.821,1603.000
1060.161,1601.922
1060.501,1601.902
1060.841,1601.765
1061.18,1601.000
1061.52,1601.588
1061.859,1600.627
1062.199,1599.902
1062.538,1598.412
1062.877,1597.294
1063.216,1597.941
1063.555,1598.941
1063.894,1598.980
1064.233,1599.863
1064.571,1601.177
1064.91,1601.451
1065.248,1601.941
1065.587,1602.216
1065.925,1602.000
1066.263,1600.941
1066.601,1599.863
1066.939,1598.314
1067.277,1595.255
1067.615,1593.745
1067.952,1592.863
1068.29,1591.549
1068.627,1591.118
1068.964,1590.745
1069.302,1589.882
1069.639,1590.333
1069.976,1589.667
1070.313,1588.039
1070.649,1586.353
1070.986,1584.588
1071.323,1583.882
1071.659,1584.078
1071.996,1583.922
1072.332,1583.255
1072.668,1584.020
1073.004,1585.627
1073.34,1586.177
1073.676,1587.725
1074.012,1589.177
1074.347,1590.039
1074.683,1589.882
1075.018,1590.020
1075.354,1590.882
1075.689,1592.137
1076.024,1593.608
1076.359,1594.823
1076.694,1596.275
1077.029,1596.647
1077.364,1597.549
1077.698,1598.451
1078.033,1598.725
1078.367,1600.137
1078.701,1599.569
1079.036,1601.627
1079.37,1601.314
1079.704,1602.804
1080.038,1603.608
1080.371,1606.000
1080.705,1607.882
1081.039,1609.177
1081.372,1610.020
1081.705,1611.216
1082.039,1612.608
1082.372,1614.980
1082.705,1617.471
1083.038,1618.412
1083.371,1618.902
1083.704,1619.745
1084.036,1617.843
1084.369,1617.961
1084.701,1616.255
1085.034,1615.490
1085.366,1613.922
1085.698,1612.765
1086.03,1610.804
1086.362,1609.314
1086.694,1607.235
1087.025,1605.078
1087.357,1602.922
1087.689,1601.039
1088.02,1597.314
1088.351,1594.294
1088.682,1592.039
1089.014,1590.823
1089.345,1590.177
1089.676,1589.863
1090.006,1588.588
1090.337,1588.412
1090.668,1587.961
1090.998,1586.843
1091.328,1585.608
1091.659,1585.353
1091.989,1583.823
1092.319,1583.039
1092.649,1582.059
1092.979,1581.216
1093.308,1579.627
1093.638,1579.510
1093.968,1578.549
1094.297,1578.569
1094.626,1577.765
1094.956,1576.784
1095.285,1576.098
1095.614,1576.294
1095.943,1576.196
1096.272,1576.235
1096.6,1576.098
1096.929,1576.235
1097.257,1575.549
1097.586,1575.667
1097.914,1576.137
1098.242,1577.020
1098.571,1484.373
1098.899,1392.373
1099.226,1577.000
1099.554,1582.333
1099.882,1576.333
1100.209,1571.667
1100.537,1588.000
1100.864,1581.667
,.
,.
