,Live Spectrum 8/25/2018 9:11:41 PM
Wavelength [nm],Intensity
926.165,1642.8
926.543,1642.1
926.922,1641.35
927.3,1640.37
927.678,1639.57
928.056,1638.33
928.434,1637.16
928.812,1635.94
929.19,1634.75
929.567,1633.02
929.945,1632.49
930.322,1630.84
930.7,1628.8
931.077,1627.43
931.454,1626.33
931.831,1625.8
932.208,1626.39
932.585,1625.88
932.962,1625.12
933.338,1624.28
933.715,1624.2
934.091,1623.39
934.467,1624.35
934.844,1624.04
935.22,1623.69
935.596,1623.78
935.972,1624.24
936.347,1624.39
936.723,1625.47
937.099,1626.16
937.474,1627.33
937.85,1629.08
938.225,1630.26
938.6,1630.63
938.975,1631.18
939.35,1630.8
939.725,1630.12
940.1,1629.18
940.474,1628.75
940.849,1627.69
941.223,1628.57
941.598,1629.92
941.972,1629.57
942.346,1628.75
942.72,1628.75
943.094,1628.04
943.468,1628.49
943.841,1627.73
944.215,1625.45
944.589,1624.14
944.962,1622.94
945.335,1621.77
945.709,1621.61
946.082,1622.77
946.455,1623.28
946.828,1624.51
947.2,1625.77
947.573,1626.08
947.946,1624.59
948.318,1623.77
948.69,1623.22
949.063,1621.41
949.435,1620.98
949.807,1620.65
950.179,1619.92
950.551,1620.31
950.923,1620.47
951.294,1620.45
951.666,1620.94
952.037,1621.14
952.409,1620.49
952.78,1620.35
953.151,1619.57
953.522,1618.75
953.893,1618.78
954.264,1620.18
954.634,1622.22
955.005,1624.45
955.376,1627.02
955.746,1628.29
956.116,1628.16
956.487,1629.71
956.857,1631.29
957.227,1632.63
957.596,1634.02
957.966,1635.8
958.336,1638.14
958.706,1640.06
959.075,1640.22
959.444,1640.26
959.814,1640.61
960.183,1639.96
960.552,1640.28
960.921,1640.31
961.29,1639.88
961.658,1639.22
962.027,1639.57
962.396,1639.96
962.764,1638
963.132,1636.33
963.501,1633.43
963.869,1632.2
964.237,1630.2
964.605,1627.63
964.973,1625.82
965.34,1624.47
965.708,1624.71
966.075,1623.92
966.443,1624.37
966.81,1624.1
967.177,1623.65
967.545,1623.29
967.912,1622.71
968.278,1621.78
968.645,1621.82
969.012,1622.82
969.378,1623.57
969.745,1625.08
970.111,1625.41
970.478,1625.04
970.844,1624.86
971.21,1624.73
971.576,1625.35
971.942,1626.18
972.307,1627.45
972.673,1627.37
973.039,1626.96
973.404,1626
973.769,1626.14
974.135,1626.08
974.5,1626.12
974.865,1626.31
975.23,1626.39
975.595,1626.59
975.959,1627.33
976.324,1627.53
976.688,1628.51
977.053,1629.41
977.417,1630.29
977.781,1630.73
978.145,1629.02
978.509,1627.24
978.873,1626.24
979.237,1625.88
979.601,1626.75
979.964,1625.8
980.328,1626.8
980.691,1627.35
981.055,1627.39
981.418,1628.1
981.781,1626.65
982.144,1625.06
982.507,1623.65
982.869,1622.39
983.232,1621.78
983.595,1621.16
983.957,1621.67
984.319,1622.29
984.682,1623.06
985.044,1623.53
985.406,1623.31
985.768,1621.47
986.13,1621.22
986.491,1619.26
986.853,1618.08
987.214,1617.8
987.576,1617.69
987.937,1618.26
988.298,1619.08
988.659,1619.49
989.02,1619.75
989.381,1618.57
989.742,1616.77
990.103,1615.06
990.463,1613.26
990.824,1613.41
991.184,1613.59
991.544,1613.92
991.905,1614.86
992.265,1614.71
992.625,1614.1
992.985,1614.69
993.344,1614.43
993.704,1613.28
994.063,1612.53
994.423,1612.49
994.782,1612.86
995.142,1613.82
995.501,1615.26
995.86,1616.96
996.219,1617.75
996.577,1619.02
996.936,1618.71
997.295,1618.35
997.653,1617.78
998.012,1616.31
998.37,1616.29
998.728,1617.41
999.086,1616.29
999.444,1615.49
999.802,1614.75
1000.16,1614.28
1000.518,1612.61
1000.875,1611.94
1001.233,1610.49
1001.59,1609.55
1001.947,1609.06
1002.305,1608.39
1002.662,1607.78
1003.019,1607.59
1003.375,1606.73
1003.732,1607.04
1004.089,1607.26
1004.445,1607.69
1004.802,1608.02
1005.158,1609.69
1005.514,1610.96
1005.871,1612.98
1006.227,1614.88
1006.583,1617.57
1006.938,1619.53
1007.294,1622.61
1007.65,1624.49
1008.005,1625.94
1008.361,1627.49
1008.716,1628.8
1009.071,1629.35
1009.426,1631.02
1009.781,1632.04
1010.136,1634.24
1010.491,1635.71
1010.846,1636.61
1011.2,1636.57
1011.555,1637.08
1011.909,1637.39
1012.263,1637.51
1012.617,1636.65
1012.971,1636.14
1013.326,1634.31
1013.679,1633.22
1014.033,1632.88
1014.387,1632.84
1014.74,1633.14
1015.094,1632.71
1015.447,1631.88
1015.8,1631.14
1016.153,1630
1016.507,1628.02
1016.859,1625.8
1017.212,1624.82
1017.565,1621.53
1017.918,1619.47
1018.27,1617.33
1018.622,1616.9
1018.975,1616.06
1019.327,1615.57
1019.679,1614.71
1020.031,1613.41
1020.383,1612.88
1020.735,1611.9
1021.086,1611.84
1021.438,1611.12
1021.79,1610.57
1022.141,1610.29
1022.492,1610.22
1022.843,1610.94
1023.194,1610.24
1023.545,1612.28
1023.896,1612.55
1024.247,1612.41
1024.598,1611.71
1024.948,1610.45
1025.299,1609.78
1025.649,1610.77
1025.999,1610.84
1026.349,1610.04
1026.699,1610.37
1027.049,1611.59
1027.399,1612.45
1027.749,1611.78
1028.099,1611.04
1028.448,1610.47
1028.797,1610.43
1029.147,1611.18
1029.496,1611.92
1029.845,1612.9
1030.194,1614.88
1030.543,1616.33
1030.892,1618.08
1031.24,1619.28
1031.589,1618.84
1031.938,1619.65
1032.286,1620.69
1032.634,1621.16
1032.982,1620.39
1033.33,1620.49
1033.678,1620.94
1034.026,1622.82
1034.374,1624.69
1034.722,1625.86
1035.069,1626.14
1035.417,1624.45
1035.764,1622.86
1036.111,1622.04
1036.458,1621.57
1036.805,1620.43
1037.152,1619.88
1037.499,1619.41
1037.846,1619.04
1038.193,1618.49
1038.539,1618.28
1038.885,1618.1
1039.232,1618.39
1039.578,1618.88
1039.924,1617.67
1040.27,1616.1
1040.616,1614.41
1040.962,1614.69
1041.307,1614.45
1041.653,1614.51
1041.998,1613.71
1042.344,1612.57
1042.689,1614
1043.034,1615
1043.379,1616.47
1043.724,1616.75
1044.069,1616.57
1044.414,1617
1044.759,1618.55
1045.103,1619.14
1045.448,1620
1045.792,1621.69
1046.136,1623.8
1046.48,1626.71
1046.824,1627.63
1047.168,1629.33
1047.512,1630.71
1047.856,1632.65
1048.199,1633.9
1048.543,1633.92
1048.886,1634.08
1049.23,1634.61
1049.573,1635.28
1049.916,1636.65
1050.259,1637.28
1050.602,1635.88
1050.945,1635.65
1051.287,1633.98
1051.63,1632.65
1051.972,1632.49
1052.315,1631.86
1052.657,1631.26
1052.999,1631.12
1053.341,1630.45
1053.683,1629.02
1054.025,1628.04
1054.367,1627.26
1054.708,1626.75
1055.05,1624.78
1055.391,1624.08
1055.733,1622.26
1056.074,1621.63
1056.415,1621.59
1056.756,1620.41
1057.097,1621.29
1057.438,1621.35
1057.779,1618.41
1058.119,1615.51
1058.46,1613.61
1058.8,1612.96
1059.141,1613.2
1059.481,1614.45
1059.821,1615.9
1060.161,1615.55
1060.501,1614.22
1060.841,1614.26
1061.18,1613.71
1061.52,1613.69
1061.859,1611.04
1062.199,1609.2
1062.538,1608.22
1062.877,1606.84
1063.216,1607.08
1063.555,1609.12
1063.894,1610.37
1064.233,1611.69
1064.571,1611.45
1064.91,1610.37
1065.248,1608.06
1065.587,1606.24
1065.925,1605.88
1066.263,1605.35
1066.601,1605.59
1066.939,1605.35
1067.277,1606.14
1067.615,1608.14
1067.952,1610.69
1068.29,1612.31
1068.627,1614.39
1068.964,1613.88
1069.302,1614.06
1069.639,1613.92
1069.976,1613.98
1070.313,1613.08
1070.649,1613.86
1070.986,1614.86
1071.323,1616.02
1071.659,1616.31
1071.996,1617.47
1072.332,1617.98
1072.668,1619.31
1073.004,1619.53
1073.34,1619.08
1073.676,1618.45
1074.012,1617.84
1074.347,1617.31
1074.683,1616.73
1075.018,1617.18
1075.354,1618.14
1075.689,1619.06
1076.024,1621.08
1076.359,1621.06
1076.694,1621.71
1077.029,1620.69
1077.364,1621.12
1077.698,1621.2
1078.033,1621.14
1078.367,1619.67
1078.701,1619
1079.036,1618.9
1079.37,1617.65
1079.704,1617.98
1080.038,1616.61
1080.371,1616.55
1080.705,1614.77
1081.039,1613.24
1081.372,1611.55
1081.705,1609.71
1082.039,1609.67
1082.372,1609.16
1082.705,1609.88
1083.038,1609.55
1083.371,1609.96
1083.704,1609.65
1084.036,1610.35
1084.369,1610.86
1084.701,1611.2
1085.034,1611.22
1085.366,1611.47
1085.698,1612.82
1086.03,1614.43
1086.362,1616.59
1086.694,1618.84
1087.025,1620.1
1087.357,1621.47
1087.689,1622.86
1088.02,1624.63
1088.351,1625.67
1088.682,1626.77
1089.014,1627.77
1089.345,1627.86
1089.676,1628.18
1090.006,1627.57
1090.337,1626.98
1090.668,1627.55
1090.998,1627.14
1091.328,1626.78
1091.659,1625.53
1091.989,1623.77
1092.319,1620.8
1092.649,1619.45
1092.979,1619.18
1093.308,1618.47
1093.638,1617.88
1093.968,1617.35
1094.297,1617.12
1094.626,1616.84
1094.956,1616.12
1095.285,1614.92
1095.614,1615.12
1095.943,1615.43
1096.272,1615.14
1096.6,1613.39
1096.929,1612.37
1097.257,1611.92
1097.586,1612.41
1097.914,1613.16
1098.242,1613.82
1098.571,1518.47
1098.899,1422.94
1099.226,1586
1099.554,1599.33
1099.882,1603
1100.209,1618.67
1100.537,1603.33
1100.864,1620.33
,1663.33
,1660.67
