,Live Spectrum 8/25/2018 9:04:27 PM,
Wavelength [nm],Intensity,
222.167,57.899,
222.599,50.82,
223.031,35.522,
223.464,34.943,
223.896,46.411,
224.328,45.814,
224.761,35.833,
225.193,34.901,
225.625,40.331,
226.058,48.201,
226.490,54.23,
226.922,61.319,
227.355,65.768,
227.787,69.543,
228.219,69.849,
228.652,63.52,
229.084,57.554,
229.516,64.504,
229.949,59.099,
230.381,48.276,
230.813,44.198,
231.246,44.924,
231.678,52.894,
232.110,53.454,
232.543,48.759,
232.975,45.083,
233.407,52.189,
233.840,54.045,
234.272,53.304,
234.704,54.056,
235.136,55.119,
235.569,47.765,
236.001,44.896,
236.433,50.048,
236.866,59.563,
237.298,67.372,
237.730,66.613,
238.163,66.936,
238.595,55.116,
239.027,52.634,
239.460,53.681,
239.892,44.724,
240.324,46.991,
240.757,44.85,
241.189,48.843,
241.621,51.495,
242.054,47.329,
242.486,50.651,
242.918,52.698,
243.351,46.017,
243.783,43.746,
244.215,50.958,
244.648,57.039,
245.080,64.807,
245.512,69.093,
245.945,71.959,
246.377,74.886,
246.809,77.634,
247.242,64.65,
247.674,60.117,
248.106,60.785,
248.539,59.752,
248.971,52.069,
249.403,47.277,
249.836,44.532,
250.268,45.221,
250.700,51.058,
251.133,56.614,
251.565,43.691,
251.997,51.583,
252.430,61.052,
252.862,77.583,
253.294,91.41,
253.727,82.746,
254.159,68.183,
254.591,64.484,
255.024,67.809,
255.456,71.959,
255.888,70.755,
256.320,61.391,
256.753,62.462,
257.185,64.555,
257.617,61.691,
258.050,53.143,
258.482,45.162,
258.914,37.99,
259.347,47.944,
259.779,56.262,
260.211,56.682,
260.644,52.666,
261.076,57.396,
261.508,67.681,
261.941,70.173,
262.373,69.69,
262.805,67.213,
263.238,46.887,
263.670,44.317,
264.102,42.946,
264.535,51.261,
264.967,64.608,
265.399,69.088,
265.832,70.314,
266.264,63.071,
266.696,49.977,
267.129,45.83,
267.561,56.616,
267.993,57.27,
268.426,52.527,
268.858,55.04,
269.290,55.13,
269.723,51.817,
270.155,51.566,
270.587,42.153,
271.020,40.006,
271.452,44.553,
271.884,50.353,
272.317,52.788,
272.749,53.28,
273.181,47.708,
273.614,46.927,
274.046,50.086,
274.478,54.733,
274.911,58.519,
275.343,66.227,
275.775,69.064,
276.208,60.114,
276.640,49.596,
277.072,45.881,
277.504,44.322,
277.937,37.183,
278.369,34.051,
278.801,38.605,
279.234,47.753,
279.666,54.096,
280.098,49.661,
280.531,45.371,
280.963,44.891,
281.395,49.204,
281.828,56.348,
282.260,61.204,
282.692,57.915,
283.125,57.165,
283.557,59.061,
283.989,61.036,
284.422,59.783,
284.854,53.036,
285.286,51.369,
285.719,42.588,
286.151,41.468,
286.583,53.267,
287.016,71.443,
287.448,76.303,
287.880,67.212,
288.313,56.499,
288.745,49.437,
289.177,46.557,
289.610,43.358,
290.042,37.422,
290.474,52.949,
290.907,61.544,
291.339,58.715,
291.771,50.737,
292.204,44.054,
292.636,53.325,
293.068,55.923,
293.501,57.511,
293.933,57.072,
294.365,49.979,
294.798,42.959,
295.230,54.723,
295.662,67.52,
296.095,65.836,
296.527,51.158,
296.959,42.443,
297.392,46.163,
297.824,64.257,
298.256,76.528,
298.688,72.893,
299.121,55.557,
299.553,41.631,
299.985,38.32,
300.418,34.673,
300.850,38.401,
301.282,44.288,
301.715,47.841,
302.147,59.188,
302.579,60.13,
303.012,61.261,
303.444,53.38,
303.876,41.386,
304.309,34.231,
304.741,26.023,
305.173,37.316,
305.606,49.366,
306.038,59.084,
306.470,68.45,
306.903,78.446,
307.335,70.894,
307.767,69.61,
308.200,68.863,
308.632,71.135,
309.064,74.341,
309.497,73.143,
309.929,71.648,
310.361,51.008,
310.794,50.987,
311.226,64.117,
311.658,74.158,
312.091,68.621,
312.523,64.297,
312.955,61.885,
313.388,70.454,
313.820,73.301,
314.252,64.68,
314.685,57.826,
315.117,68.564,
315.549,58.088,
315.982,50.497,
316.414,53.68,
316.846,61.648,
317.279,58.379,
317.711,48.463,
318.143,46.108,
318.576,48.446,
319.008,53.792,
319.440,54.914,
319.872,42.656,
320.305,50.162,
320.737,43.505,
321.169,47.246,
321.602,52.937,
322.034,56.607,
322.466,66.468,
322.899,78.323,
323.331,73.646,
323.763,69.951,
324.196,66.837,
324.628,62.388,
325.060,56.961,
325.493,52.364,
325.925,40.781,
326.357,34.75,
326.790,35.385,
327.222,42.523,
327.654,54.786,
328.087,61.646,
328.519,65.353,
328.951,73.936,
329.384,80.538,
329.816,80.076,
330.248,73.728,
330.681,74.649,
331.113,69.389,
331.545,66.738,
331.978,67.496,
332.410,65.65,
332.842,56.706,
333.275,51.509,
333.707,51.727,
334.139,50.348,
334.572,50.793,
335.004,51.763,
335.436,50.438,
335.869,46.576,
336.301,56.731,
336.733,59.469,
337.166,61.177,
337.598,61.777,
338.030,59.37,
338.463,54.523,
338.895,67.797,
339.327,57.998,
339.760,55.632,
340.192,58.032,
340.624,60.845,
341.056,63.936,
341.489,56.283,
341.921,61.214,
