,Live Spectrum 8/25/2018 10:37:40 PM,
Wavelength [nm],Intensity,
222.167,38.2,
222.599,36.752,
223.031,39.505,
223.464,37.531,
223.896,32.816,
224.328,36.178,
224.761,38.915,
225.193,38.171,
225.625,36.874,
226.058,34.958,
226.490,30.86,
226.922,26.913,
227.355,24.813,
227.787,26.291,
228.219,30.351,
228.652,34.508,
229.084,34.588,
229.516,44.132,
229.949,48.897,
230.381,48.397,
230.813,46.409,
231.246,48.669,
231.678,51.145,
232.110,52,
232.543,48.817,
232.975,43.009,
233.407,45.27,
233.840,51.184,
234.272,52.488,
234.704,53.719,
235.136,55.533,
235.569,51.735,
236.001,54.343,
236.433,50.248,
236.866,45.863,
237.298,45.743,
237.730,51.535,
238.163,47.734,
238.595,45.694,
239.027,44.307,
239.460,43.663,
239.892,44.495,
240.324,48.462,
240.757,49.84,
241.189,53.97,
241.621,59.229,
242.054,62.765,
242.486,63.17,
242.918,59.001,
243.351,49.702,
243.783,41.943,
244.215,38.702,
244.648,36.026,
245.080,46.518,
245.512,46.46,
245.945,45.395,
246.377,47.311,
246.809,50.59,
247.242,45.315,
247.674,44.4,
248.106,42.324,
248.539,42.811,
248.971,50.292,
249.403,57.845,
249.836,51.361,
250.268,49.896,
250.700,50.223,
251.133,50.199,
251.565,55.97,
251.997,51.173,
252.430,50.447,
252.862,52.231,
253.294,52.092,
253.727,45.3,
254.159,47.009,
254.591,54.725,
255.024,57.225,
255.456,55.283,
255.888,53.166,
256.320,51.538,
256.753,55.575,
257.185,47.817,
257.617,39.589,
258.050,37.749,
258.482,37.091,
258.914,35.298,
259.347,31.982,
259.779,33.582,
260.211,38.024,
260.644,39.498,
261.076,42.516,
261.508,45.89,
261.941,42.138,
262.373,40.142,
262.805,45.408,
263.238,48.51,
263.670,45.429,
264.102,43.747,
264.535,48.441,
264.967,52.391,
265.399,42.921,
265.832,45.945,
266.264,46.747,
266.696,48.486,
267.129,47.927,
267.561,44.184,
267.993,46.882,
268.426,44.106,
268.858,43.3,
269.290,42.296,
269.723,42.32,
270.155,46.658,
270.587,43.056,
271.020,42.777,
271.452,44.637,
271.884,46.696,
272.317,47.291,
272.749,46.145,
273.181,45.076,
273.614,47.228,
274.046,45.09,
274.478,39.632,
274.911,37.645,
275.343,30.758,
275.775,41.168,
276.208,47.9,
276.640,50.636,
277.072,51.129,
277.504,44.892,
277.937,50.865,
278.369,50.348,
278.801,47.623,
279.234,47.982,
279.666,54.128,
280.098,54.374,
280.531,48.954,
280.963,47.613,
281.395,50.036,
281.828,51.749,
282.260,46.132,
282.692,50.736,
283.125,49.328,
283.557,48.936,
283.989,50.953,
284.422,53.088,
284.854,49.385,
285.286,60.46,
285.719,58.457,
286.151,52.744,
286.583,49.449,
287.016,49.249,
287.448,51.967,
287.880,53.674,
288.313,57.645,
288.745,58.534,
289.177,54.751,
289.610,52.923,
290.042,53.913,
290.474,55.571,
290.907,56.547,
291.339,55.686,
291.771,53.2,
292.204,52.622,
292.636,54.108,
293.068,55.367,
293.501,57.19,
293.933,58.205,
294.365,56.552,
294.798,56.139,
295.230,60.217,
295.662,59.359,
296.095,53.649,
296.527,47.623,
296.959,47.277,
297.392,40.828,
297.824,42.307,
298.256,42.711,
298.688,45.388,
299.121,50.033,
299.553,46.056,
299.985,53.67,
300.418,54.024,
300.850,53.2,
301.282,52.44,
301.715,52.454,
302.147,57.506,
302.579,52.315,
303.012,48.277,
303.444,46.136,
303.876,46.756,
304.309,50.238,
304.741,53.72,
305.173,60.034,
305.606,58.129,
306.038,56.256,
306.470,58.542,
306.903,63.306,
307.335,62.559,
307.767,66.17,
308.200,63.136,
308.632,61.788,
309.064,63.723,
309.497,63.707,
309.929,65.701,
310.361,59.02,
310.794,59.363,
311.226,59.742,
311.658,57.524,
312.091,57.869,
312.523,60.946,
312.955,57.915,
313.388,62.321,
313.820,59.924,
314.252,50.526,
314.685,52.196,
315.117,46.952,
315.549,44.696,
315.982,44.718,
316.414,49.224,
316.846,53.285,
317.279,46.106,
317.711,46.189,
318.143,50.926,
318.576,49,
319.008,43.814,
319.440,40.87,
319.872,42.788,
320.305,42.621,
320.737,44.352,
321.169,44.266,
321.602,44.578,
322.034,46.157,
322.466,47.389,
322.899,52.148,
323.331,48.935,
323.763,47.485,
324.196,48.83,
324.628,52.047,
325.060,56.022,
325.493,60.451,
325.925,64.806,
326.357,63.457,
326.790,58.467,
327.222,57.264,
327.654,65.328,
328.087,59.472,
328.519,57.846,
328.951,56.166,
329.384,59.953,
329.816,65.912,
330.248,66.118,
330.681,65.532,
331.113,65.658,
331.545,61.1,
331.978,56.154,
332.410,54.732,
332.842,57.401,
333.275,57.988,
333.707,59.067,
334.139,53.17,
334.572,52.888,
335.004,54.016,
335.436,50.588,
335.869,51.136,
336.301,58.941,
336.733,54.754,
337.166,55.124,
337.598,60.431,
338.030,65.837,
338.463,67.991,
338.895,64.631,
339.327,61.856,
339.760,60.542,
340.192,58.05,
340.624,56.6,
341.056,61.186,
341.489,60.177,
341.921,58.236,
342.353,57.762,
342.786,56.651,
343.218,56.082,
343.650,58.057,
344.083,58.983,
344.515,59.331,
344.947,58.197,
345.380,59.132,
345.812,59.894,
346.244,60.594,
346.677,68.328,
347.109,57.877,
347.541,60.96,
347.974,56.294,
348.406,47.627,
348.838,42.682,
349.271,44.042,
349.703,43.536,
350.135,45.853,
350.568,48.071,
351.000,50.087,
351.432,54.372,
351.865,59.776,
352.297,53.446,
352.729,60.372,
353.162,60.418,
353.594,57.2,
354.026,61.062,
354.459,71.199,
354.891,71.996,
355.323,69.713,
355.756,76.095,
356.188,72.34,
356.620,71.865,
357.053,73.253,
357.485,67.719,
357.917,66.703,
358.350,70.751,
358.782,64.11,
359.214,62.95,
359.647,63.762,
360.079,61.776,
360.511,60.787,
360.944,61.719,
361.376,63.425,
361.808,64.459,
362.240,62.829,
362.673,60.568,
363.105,61.294,
363.537,65.141,
363.970,55.384,
364.402,57.283,
364.834,55.958,
365.267,52.411,
365.699,50.451,
366.131,50.589,
366.564,50.504,
366.996,52.675,
367.428,56.016,
367.861,63.103,
368.293,67.394,
368.725,65.568,
