,Live Spectrum 8/25/2018 9:03:07 PM,
Wavelength [nm],Intensity,
222.167,30.164,
222.599,45.607,
223.031,41.145,
223.464,38.716,
223.896,40.735,
224.328,33.709,
224.761,42.322,
225.193,50.177,
225.625,48.449,
226.058,41.277,
226.490,39.896,
226.922,42.071,
227.355,46.36,
227.787,54.424,
228.219,61.391,
228.652,61.081,
229.084,57.13,
229.516,52.972,
229.949,41.817,
230.381,32.498,
230.813,34.568,
231.246,44.088,
231.678,53.828,
232.110,58.333,
232.543,62.073,
232.975,67.802,
233.407,70.224,
233.840,60.699,
234.272,60.621,
234.704,64.144,
235.136,65.064,
235.569,59.812,
236.001,61.045,
236.433,49.483,
236.866,43.159,
237.298,46.344,
237.730,50.629,
238.163,40.599,
238.595,40.035,
239.027,39.378,
239.460,38.984,
239.892,41.974,
240.324,39.059,
240.757,43.072,
241.189,48.53,
241.621,53.433,
242.054,56.952,
242.486,59.382,
242.918,56.715,
243.351,50.387,
243.783,45.645,
244.215,46.431,
244.648,53.89,
245.080,73.475,
245.512,68.809,
245.945,64.309,
246.377,66.051,
246.809,65.985,
247.242,76.535,
247.674,72.392,
248.106,56.14,
248.539,40.479,
248.971,38.796,
249.403,51.222,
249.836,50.49,
250.268,51.449,
250.700,50.691,
251.133,45.599,
251.565,39.99,
251.997,46.936,
252.430,54.476,
252.862,56.985,
253.294,58.736,
253.727,69.054,
254.159,56.931,
254.591,63.233,
255.024,72.25,
255.456,71.348,
255.888,54.646,
256.320,36.407,
256.753,37.771,
257.185,49.683,
257.617,62.347,
258.050,69.751,
258.482,72.243,
258.914,68.168,
259.347,75.32,
259.779,83.111,
260.211,85.533,
260.644,81.604,
261.076,82.012,
261.508,60.563,
261.941,40.514,
262.373,30.157,
262.805,28.131,
263.238,19.805,
263.670,16.075,
264.102,19.978,
264.535,24.939,
264.967,28.411,
265.399,32.118,
265.832,42.413,
266.264,37.647,
266.696,46.169,
267.129,60.747,
267.561,65.326,
267.993,47.827,
268.426,45.734,
268.858,48.305,
269.290,52.063,
269.723,53.168,
270.155,49.307,
270.587,58.884,
271.020,60.779,
271.452,60.453,
271.884,55.972,
272.317,47.908,
272.749,48.154,
273.181,69.425,
273.614,69.702,
274.046,64.117,
274.478,57.622,
274.911,47.398,
275.343,62.732,
275.775,58.932,
276.208,57.885,
276.640,56.043,
277.072,51.117,
277.504,55.794,
277.937,60.958,
278.369,60.086,
278.801,54.899,
279.234,50.444,
279.666,50.794,
280.098,44.88,
280.531,48.385,
280.963,54.325,
281.395,61.545,
281.828,65.529,
282.260,57.48,
282.692,58.056,
283.125,51.616,
283.557,45.273,
283.989,43.411,
284.422,45.684,
284.854,41.569,
285.286,46.134,
285.719,42.32,
286.151,43.119,
286.583,55.06,
287.016,73.355,
287.448,65.613,
287.880,71.821,
288.313,81.181,
288.745,78.799,
289.177,63.805,
289.610,56.993,
290.042,58.23,
290.474,60.403,
290.907,63.88,
291.339,63.949,
291.771,58.148,
292.204,55.755,
292.636,54.235,
293.068,60.242,
293.501,63.319,
293.933,63.238,
294.365,66.394,
294.798,70.937,
295.230,75.106,
295.662,65.674,
296.095,53.271,
296.527,45.539,
296.959,41.934,
297.392,39.949,
297.824,43.699,
298.256,46.166,
298.688,41.104,
299.121,33.883,
299.553,46.561,
299.985,56.161,
300.418,58.569,
300.850,53.861,
301.282,52.31,
301.715,59.676,
302.147,61.333,
302.579,56.485,
303.012,56.711,
303.444,56.523,
303.876,57.049,
304.309,61.34,
304.741,65.071,
305.173,48.514,
305.606,49.013,
306.038,58.531,
306.470,65.364,
306.903,61.312,
307.335,52.183,
307.767,57.275,
308.200,70.485,
308.632,78.987,
309.064,73.88,
309.497,56.629,
309.929,61.115,
310.361,69.192,
310.794,67.422,
311.226,67.872,
311.658,72.34,
312.091,70.434,
312.523,74.675,
312.955,70.086,
313.388,68.661,
313.820,71.682,
314.252,76.599,
314.685,77.876,
315.117,58.565,
315.549,56.31,
315.982,52.6,
316.414,52.465,
316.846,59.425,
317.279,67.102,
317.711,48.355,
318.143,51.78,
318.576,59.85,
319.008,64.148,
319.440,57.964,
319.872,38.831,
320.305,41.083,
320.737,64.144,
321.169,82.611,
321.602,78.995,
322.034,59.178,
322.466,50.917,
322.899,57.679,
323.331,57.578,
323.763,54.798,
324.196,61.218,
324.628,73.994,
325.060,76.508,
325.493,75.923,
325.925,80.296,
326.357,77.125,
326.790,69.418,
327.222,65.675,
327.654,71.323,
328.087,63.124,
328.519,68.003,
328.951,75.362,
329.384,74.632,
329.816,67.354,
330.248,63.88,
330.681,70.412,
331.113,66.168,
331.545,66.161,
331.978,62.933,
332.410,51.917,
332.842,37.035,
333.275,36.867,
333.707,52.784,
334.139,67.536,
334.572,76.251,
335.004,77.346,
335.436,71.832,
335.869,62.73,
336.301,60.8,
336.733,54.224,
337.166,46.136,
337.598,43.587,
338.030,49.647,
338.463,59.459,
338.895,69.036,
339.327,63.671,
339.760,59.946,
340.192,57.517,
340.624,54.524,
341.056,50.853,
341.489,42.781,
341.921,54.283,
342.353,65.49,
342.786,70.448,
343.218,74.606,
343.650,84.862,
344.083,91.343,
344.515,83.944,
344.947,71.202,
345.380,63.723,
345.812,63.417,
346.244,68.531,
346.677,77.65,
