,Live Spectrum 8/25/2018 10:35:45 PM,
Wavelength [nm],Intensity,
222.167,38.6,
222.599,34.659,
223.031,35.892,
223.464,36.597,
223.896,33.986,
224.328,28.255,
224.761,30.187,
225.193,29.84,
225.625,28.567,
226.058,28.182,
226.490,30.104,
226.922,26.882,
227.355,29.271,
227.787,31.266,
228.219,33.541,
228.652,37.997,
229.084,35.901,
229.516,33.044,
229.949,33.491,
230.381,39.353,
230.813,47.752,
231.246,37.908,
231.678,35.451,
232.110,38.939,
232.543,42.872,
232.975,42.812,
233.407,38.452,
233.840,50.148,
234.272,49.122,
234.704,46.216,
235.136,47.788,
235.569,49.485,
236.001,47.658,
236.433,49.576,
236.866,48.97,
237.298,48.58,
237.730,57.137,
238.163,51.071,
238.595,50.553,
239.027,52.841,
239.460,56.538,
239.892,60.094,
240.324,57.018,
240.757,54.711,
241.189,57.874,
241.621,61.285,
242.054,59.404,
242.486,53.166,
242.918,51.425,
243.351,49.376,
243.783,49.545,
244.215,50.659,
244.648,44.659,
245.080,47.731,
245.512,42.667,
245.945,41.551,
246.377,44.787,
246.809,44.301,
247.242,47.709,
247.674,41.859,
248.106,42.079,
248.539,45.936,
248.971,47.215,
249.403,52.656,
249.836,44.791,
250.268,42.026,
250.700,41.944,
251.133,41.688,
251.565,43.558,
251.997,38.673,
252.430,40.621,
252.862,48.34,
253.294,55.538,
253.727,53.257,
254.159,45.691,
254.591,41.7,
255.024,42.697,
255.456,45.221,
255.888,45.149,
256.320,42.707,
256.753,42.575,
257.185,43.048,
257.617,43.325,
258.050,42.954,
258.482,41.956,
258.914,52.959,
259.347,55.146,
259.779,53.471,
260.211,49.507,
260.644,43.41,
261.076,40.474,
261.508,40.67,
261.941,44.014,
262.373,43.877,
262.805,37.788,
263.238,35.176,
263.670,36.051,
264.102,39.835,
264.535,42.91,
264.967,46.429,
265.399,53.509,
265.832,46.809,
266.264,49.896,
266.696,49.756,
267.129,49.578,
267.561,52.751,
267.993,51.361,
268.426,45.199,
268.858,43.44,
269.290,45.868,
269.723,48.07,
270.155,43.819,
270.587,39.645,
271.020,42.392,
271.452,44.462,
271.884,48.332,
272.317,55.04,
272.749,54.713,
273.181,57.85,
273.614,56.03,
274.046,54.385,
274.478,51.201,
274.911,41.503,
275.343,46.505,
275.775,46.423,
276.208,47.89,
276.640,50.991,
277.072,53.833,
277.504,53.998,
277.937,54.162,
278.369,61.251,
278.801,63.553,
279.234,62.197,
279.666,63.53,
280.098,54.084,
280.531,51.481,
280.963,50.287,
281.395,48.472,
281.828,46.421,
282.260,47.07,
282.692,52.99,
283.125,52.63,
283.557,55.482,
283.989,59.733,
284.422,62.097,
284.854,69.338,
285.286,75.095,
285.719,72.304,
286.151,65.045,
286.583,61.593,
287.016,68.533,
287.448,63.426,
287.880,65.258,
288.313,65.325,
288.745,59.74,
289.177,51.441,
289.610,51.223,
290.042,52.213,
290.474,49.257,
290.907,47.157,
291.339,45.836,
291.771,44.071,
292.204,43.328,
292.636,43.697,
293.068,45.039,
293.501,49.715,
293.933,55.79,
294.365,58.769,
294.798,56.786,
295.230,55.103,
295.662,54.255,
296.095,54.201,
296.527,56.253,
296.959,62.428,
297.392,65.9,
297.824,61.019,
298.256,54.092,
298.688,50.761,
299.121,50.982,
299.553,46.057,
299.985,39.105,
300.418,41.162,
300.850,47.352,
301.282,50.423,
301.715,46.556,
302.147,42.083,
302.579,45.252,
303.012,49.529,
303.444,48.208,
303.876,45.278,
304.309,47.023,
304.741,46.526,
305.173,41.939,
305.606,43.964,
306.038,42.705,
306.470,42.366,
306.903,52.572,
307.335,54.73,
307.767,57.423,
308.200,54.096,
308.632,53.596,
309.064,56.342,
309.497,56.05,
309.929,63.277,
310.361,57.494,
310.794,57.5,
311.226,63.979,
311.658,69.408,
312.091,64.72,
312.523,68.379,
312.955,69.683,
313.388,69.035,
313.820,68.02,
314.252,67.299,
314.685,66.012,
315.117,62.266,
315.549,62.237,
315.982,55.491,
316.414,52.428,
316.846,55.136,
317.279,52.454,
317.711,55.954,
318.143,58.072,
318.576,57.859,
319.008,60.669,
319.440,63.401,
319.872,54.192,
320.305,48.687,
320.737,51.724,
321.169,53.495,
321.602,58.906,
322.034,63.354,
322.466,53.321,
322.899,60.919,
323.331,51.318,
323.763,50.811,
324.196,56.306,
324.628,60.239,
325.060,58.811,
325.493,62.07,
325.925,55.263,
326.357,57.187,
326.790,58.93,
327.222,55.564,
327.654,50.593,
328.087,47.916,
328.519,49.623,
328.951,52.382,
329.384,53.135,
329.816,53.337,
330.248,55.847,
330.681,54.759,
331.113,53.828,
331.545,53.348,
331.978,55.072,
332.410,60.014,
332.842,66.328,
333.275,65.909,
333.707,56.298,
