,Live Spectrum 8/25/2018 10:39:05 PM,
Wavelength [nm],Intensity,
222.167,45.6,
222.599,40.693,
223.031,39.013,
223.464,36.096,
223.896,32.269,
224.328,32.011,
224.761,39.417,
225.193,42.456,
225.625,44.001,
226.058,44.681,
226.490,43.941,
226.922,42.974,
227.355,41.083,
227.787,42.018,
228.219,45.379,
228.652,48.37,
229.084,43.936,
229.516,39.777,
229.949,38.15,
230.381,39.285,
230.813,41.867,
231.246,40.899,
231.678,41.017,
232.110,38.549,
232.543,39.686,
232.975,45.483,
233.407,40.961,
233.840,43.896,
234.272,41.999,
234.704,43.528,
235.136,50.254,
235.569,52.678,
236.001,54.222,
236.433,54.6,
236.866,56.146,
237.298,57.689,
237.730,55.642,
238.163,56.613,
238.595,56.865,
239.027,52.372,
239.460,45.038,
239.892,40.024,
240.324,45.286,
240.757,42.151,
241.189,42.895,
241.621,44.018,
242.054,41.513,
242.486,41.594,
242.918,37.776,
243.351,40.981,
243.783,44.611,
244.215,44.274,
244.648,41.923,
245.080,46.637,
245.512,46.94,
245.945,46.995,
246.377,48.273,
246.809,49.518,
247.242,44.73,
247.674,40.948,
248.106,38.921,
248.539,38.271,
248.971,38.296,
249.403,39.027,
249.836,40.343,
250.268,40.8,
250.700,42.759,
251.133,46.165,
251.565,45.515,
251.997,44.944,
252.430,39.817,
252.862,41.524,
253.294,48.066,
253.727,46.986,
254.159,41.616,
254.591,43.197,
255.024,45.524,
255.456,46.094,
255.888,44.817,
256.320,45.631,
256.753,46.222,
257.185,49.648,
257.617,49.84,
258.050,46.525,
258.482,49.192,
258.914,47.725,
259.347,49.176,
259.779,49.211,
260.211,47.894,
260.644,48.003,
261.076,52.081,
261.508,47.759,
261.941,45.114,
262.373,43.847,
262.805,42.04,
263.238,39.183,
263.670,40.606,
264.102,40.634,
264.535,43.084,
264.967,46.409,
265.399,45.009,
265.832,38.309,
266.264,37.022,
266.696,35.263,
267.129,34.095,
267.561,36.014,
267.993,42.229,
268.426,42.891,
268.858,39.038,
269.290,36.442,
269.723,36.737,
270.155,37.313,
270.587,34.53,
271.020,33.2,
271.452,34.537,
271.884,35.309,
272.317,32.353,
272.749,26.045,
273.181,26.272,
273.614,28.221,
274.046,27.481,
274.478,24.555,
274.911,23.883,
275.343,28.639,
275.775,27.888,
276.208,29.405,
276.640,33.658,
277.072,37.899,
277.504,36.915,
277.937,34.636,
278.369,37.436,
278.801,38.183,
279.234,36.673,
279.666,37.325,
280.098,43.733,
280.531,50.141,
280.963,47.85,
281.395,43.641,
281.828,41.191,
282.260,36.49,
282.692,39.614,
283.125,37.26,
283.557,39.725,
283.989,41.638,
284.422,37.145,
284.854,38.626,
285.286,36.198,
285.719,34.592,
286.151,38.113,
286.583,42.819,
287.016,40.741,
287.448,43.377,
287.880,48.76,
288.313,49.005,
288.745,45.56,
289.177,42.9,
289.610,46.046,
290.042,39.532,
290.474,37.431,
290.907,38.53,
291.339,37.394,
291.771,32.862,
292.204,40.123,
292.636,32.541,
293.068,30.5,
293.501,31.434,
293.933,35.251,
294.365,42.159,
294.798,40.094,
295.230,41.322,
295.662,44.099,
296.095,47.124,
296.527,49.487,
296.959,50.963,
297.392,53.443,
297.824,45.941,
298.256,44.466,
298.688,45.565,
299.121,44.895,
299.553,45.246,
299.985,42.597,
300.418,42.705,
300.850,47.602,
301.282,48.163,
301.715,39.681,
302.147,38.522,
302.579,43.785,
303.012,43.973,
303.444,42.6,
303.876,41.311,
304.309,40.272,
304.741,39.443,
305.173,45.927,
305.606,49.855,
306.038,47.549,
306.470,43.687,
306.903,45.542,
307.335,45.874,
307.767,52.017,
308.200,49.677,
308.632,47.438,
309.064,47.508,
309.497,45.2,
309.929,45.2,
310.361,43.405,
310.794,46.852,
311.226,48.283,
311.658,48.73,
312.091,56.702,
312.523,53.293,
312.955,56.506,
313.388,53.031,
313.820,48.84,
314.252,47.096,
314.685,44.427,
315.117,48.672,
315.549,42.493,
315.982,46.684,
316.414,53.005,
316.846,54.882,
317.279,55.845,
317.711,60.594,
318.143,58.292,
318.576,52.996,
319.008,48.163,
319.440,44.409,
319.872,39.434,
320.305,35.848,
320.737,38.832,
321.169,40.495,
321.602,39.005,
322.034,37.631,
322.466,42.171,
322.899,44.258,
323.331,48.56,
323.763,48.108,
324.196,46.618,
324.628,47.672,
325.060,50.989,
325.493,47.73,
325.925,46.273,
326.357,47.486,
326.790,48.896,
327.222,48.417,
327.654,45.439,
328.087,41.424,
328.519,41.639,
328.951,43.497,
329.384,43.714,
329.816,42.292,
330.248,40.713,
330.681,35.102,
331.113,37.811,
331.545,39.041,
331.978,38.364,
332.410,39.013,
332.842,41.849,
333.275,35.73,
333.707,39.703,
334.139,42.709,
334.572,43.9,
335.004,45.246,
335.436,46.84,
335.869,42.718,
336.301,38.018,
336.733,43.232,
337.166,45.847,
337.598,44.943,
338.030,45.58,
338.463,53.216,
338.895,51.872,
339.327,47.451,
339.760,45.155,
340.192,47.576,
340.624,52.511,
341.056,54.429,
341.489,52.916,
341.921,46.818,
342.353,44.544,
342.786,44.981,
343.218,47.254,
343.650,50.414,
344.083,50.498,
344.515,44.964,
344.947,44.067,
345.380,44.608,
345.812,47.435,
346.244,51.216,
346.677,48.533,
347.109,51.483,
347.541,49.439,
347.974,49.52,
348.406,45.993,
348.838,38.862,
349.271,35.799,
349.703,33.184,
350.135,37.628,
350.568,39.843,
351.000,40.258,
351.432,42.285,
351.865,46.501,
352.297,43.9,
352.729,43.9,
353.162,42.718,
353.594,44.198,
354.026,49.443,
354.459,53.465,
354.891,47.955,
355.323,47.447,
355.756,46.48,
356.188,41.359,
356.620,39.676,
357.053,37.642,
357.485,30.72,
357.917,38.676,
358.350,36.084,
358.782,40.987,
359.214,42.11,
359.647,37.77,
360.079,31.488,
360.511,28.778,
360.944,39.286,
361.376,52.194,
361.808,51.349,
362.240,46.963,
362.673,47.603,
363.105,53.912,
363.537,57.486,
363.970,56.638,
364.402,55.363,
364.834,53.053,
365.267,50.089,
365.699,49.11,
366.131,53.602,
366.564,61.585,
366.996,64.577,
367.428,64.087,
367.861,63.55,
368.293,66.012,
368.725,69.049,
369.158,63.954,
369.590,66.335,
370.022,63.879,
370.455,60.332,
370.887,63.994,
371.319,66.857,
371.752,58.454,
372.184,56.115,
372.616,57.393,
373.049,53.677,
373.481,54.755,
373.913,54.258,
374.346,49.921,
374.778,47.933,
375.210,48.87,
375.643,55.091,
376.075,47.721,
376.507,45.351,
376.940,47.629,
377.372,50.976,
377.804,57.417,
378.237,51.87,
378.669,58.27,
379.101,55.775,
379.534,53.802,
379.966,52.633,
380.398,51.842,
380.831,58.957,
381.263,62.289,
