,Live Spectrum 8/25/2018 10:41:45 PM,
Wavelength [nm],Intensity,
222.167,44.2,
222.599,35.272,
223.031,31.578,
223.464,34.61,
223.896,41.434,
224.328,45.227,
224.761,35.648,
225.193,39.993,
225.625,40.282,
226.058,36.996,
226.490,40.224,
226.922,37.323,
227.355,35.744,
227.787,40.934,
228.219,47.037,
228.652,45.261,
229.084,39.698,
229.516,41.594,
229.949,44.043,
230.381,46.454,
230.813,49.664,
231.246,53.778,
231.678,62.312,
232.110,60.564,
232.543,57.892,
232.975,61.569,
233.407,64.718,
233.840,65.052,
234.272,60.038,
234.704,59.702,
235.136,65.629,
235.569,66.195,
236.001,69.884,
236.433,66.596,
236.866,58.887,
237.298,52.67,
237.730,55.279,
238.163,54.794,
238.595,56.724,
239.027,55.859,
239.460,53.464,
239.892,53.358,
240.324,55.948,
240.757,56.79,
241.189,53.535,
241.621,49.945,
242.054,49.581,
242.486,50.715,
242.918,49.076,
243.351,49.732,
243.783,50.922,
244.215,51.826,
244.648,54.177,
245.080,54.441,
245.512,53.088,
245.945,51.817,
246.377,53.12,
246.809,58.761,
247.242,54.704,
247.674,52.994,
248.106,51.776,
248.539,52.945,
248.971,57.184,
249.403,54.016,
249.836,54.066,
250.268,53.385,
250.700,51.525,
251.133,50.177,
251.565,53.916,
251.997,56.463,
252.430,53.393,
252.862,52.557,
253.294,55.707,
253.727,58.728,
254.159,54.091,
254.591,60.185,
255.024,61.154,
255.456,57.913,
255.888,55.773,
256.320,53.493,
256.753,58.444,
257.185,55.832,
257.617,53.524,
258.050,55.4,
258.482,55.37,
258.914,49.502,
259.347,53.909,
259.779,53.918,
260.211,48.681,
260.644,45.888,
261.076,51.842,
261.508,53.454,
261.941,56.492,
262.373,61.686,
262.805,65.095,
263.238,55.381,
263.670,53.118,
264.102,55.099,
264.535,57.169,
264.967,56.464,
265.399,52.474,
265.832,54.843,
266.264,56.102,
266.696,56.653,
267.129,58.313,
267.561,60.975,
267.993,58.603,
268.426,61.707,
268.858,66.441,
269.290,71.092,
269.723,72.367,
270.155,67.276,
270.587,69.895,
271.020,67.254,
271.452,66.615,
271.884,65.024,
272.317,60.549,
272.749,61.368,
273.181,65.889,
273.614,70.195,
274.046,70.579,
274.478,65.963,
274.911,58.573,
275.343,59.475,
275.775,59.035,
276.208,60.958,
276.640,62.9,
277.072,62.248,
277.504,59.047,
277.937,62.639,
278.369,56.638,
278.801,54.357,
279.234,57.533,
279.666,60.17,
280.098,59.02,
280.531,61.697,
280.963,57.067,
281.395,55.598,
281.828,61.346,
282.260,64.568,
282.692,59.964,
283.125,58.432,
283.557,55.156,
283.989,53.322,
284.422,56.095,
284.854,56.671,
285.286,60.453,
285.719,63.376,
286.151,62.929,
286.583,61.783,
287.016,65.724,
287.448,73.631,
287.880,71.058,
288.313,73.966,
288.745,74.421,
289.177,68.985,
289.610,68.235,
290.042,73.924,
290.474,67.645,
290.907,67.109,
291.339,70.236,
291.771,68.279,
292.204,57.8,
292.636,58.988,
293.068,58.967,
293.501,60.791,
293.933,63.508,
294.365,63.405,
294.798,60.018,
295.230,61.422,
295.662,64.012,
296.095,66.543,
296.527,66.757,
296.959,62.45,
297.392,66.253,
297.824,64.888,
298.256,59.927,
298.688,57.35,
299.121,59.314,
299.553,59.88,
299.985,63.77,
300.418,59.592,
300.850,59.651,
301.282,61.837,
301.715,61.284,
302.147,61.202,
302.579,60.306,
303.012,71.328,
303.444,72.615,
303.876,67.987,
304.309,69.711,
304.741,65.897,
305.173,65.228,
305.606,69.041,
306.038,68.517,
306.470,64.113,
306.903,61.63,
307.335,56.319,
307.767,60.87,
308.200,62.697,
308.632,68.002,
309.064,72.165,
309.497,63.743,
309.929,59.34,
310.361,58.302,
310.794,58.563,
311.226,58.121,
311.658,54.684,
312.091,47.872,
312.523,53.278,
312.955,52.207,
313.388,56.767,
313.820,57.862,
314.252,54.875,
314.685,59.882,
315.117,70.037,
315.549,68.384,
315.982,70.614,
316.414,70.754,
316.846,65.158,
317.279,58.537,
317.711,53.538,
318.143,51.809,
318.576,55.717,
319.008,63.752,
319.440,68.962,
319.872,62.722,
320.305,67.059,
320.737,66.578,
321.169,63.208,
321.602,61.977,
322.034,64.137,
322.466,65.572,
322.899,61.565,
323.331,61.617,
323.763,55.952,
324.196,52.622,
324.628,53.173,
325.060,50.953,
325.493,57.806,
325.925,56.021,
326.357,56.257,
326.790,58.228,
327.222,61.276,
327.654,65.085,
328.087,64.081,
328.519,67.154,
328.951,69.615,
329.384,66.567,
329.816,60.855,
330.248,59.623,
330.681,62.638,
331.113,57.332,
331.545,55.711,
331.978,58.408,
332.410,59.734,
332.842,55.572,
333.275,55.991,
333.707,54.687,
334.139,57.828,
334.572,55.816,
335.004,55.468,
335.436,61.124,
335.869,55.805,
336.301,67.555,
336.733,65.232,
337.166,64.898,
337.598,66.933,
338.030,68.616,
338.463,70.592,
338.895,65.636,
339.327,60.971,
339.760,60.531,
340.192,62.209,
340.624,62.484,
341.056,59.528,
341.489,59.781,
341.921,65.083,
342.353,68.331,
342.786,69.905,
343.218,70.259,
343.650,69.6,
344.083,69.011,
344.515,64.042,
344.947,67.278,
345.380,66.132,
345.812,64.165,
