,Live Spectrum 8/25/2018 9:12:44 PM,
Wavelength [nm],Intensity,
222.167,7.628,
222.599,5.9388,
223.031,7.4153,
223.464,3.0469,
223.896,-1.9493,
224.328,8.5257,
224.761,8.4452,
225.193,5.5161,
225.625,4.9673,
226.058,6.1844,
226.490,5.6337,
226.922,9.0172,
227.355,9.694,
227.787,8.2363,
228.219,7.9429,
228.652,11.744,
229.084,11.905,
229.516,7.9907,
229.949,11.846,
230.381,15.918,
230.813,12.769,
231.246,16.723,
231.678,10.247,
232.110,11.614,
232.543,16.686,
232.975,18.589,
233.407,12.291,
233.840,5.7636,
234.272,5.5342,
234.704,8.2214,
235.136,12.078,
235.569,18.866,
236.001,16.285,
236.433,13.191,
236.866,11.377,
237.298,11.3,
237.730,12.179,
238.163,11.046,
238.595,14.027,
239.027,18.962,
239.460,24.166,
239.892,28.044,
240.324,28.206,
240.757,27.878,
241.189,24.263,
241.621,26.165,
242.054,36.927,
242.486,34.416,
242.918,31.604,
243.351,37.394,
243.783,38.329,
244.215,30.829,
244.648,29.937,
245.080,25.913,
245.512,28.305,
245.945,28.643,
246.377,25.59,
246.809,22.969,
247.242,13.474,
247.674,14.512,
248.106,20.366,
248.539,22.252,
248.971,16.163,
249.403,24.041,
249.836,20.075,
250.268,23.166,
250.700,20.603,
251.133,9.7761,
251.565,15.303,
251.997,14.713,
252.430,11.49,
252.862,12.895,
253.294,16.544,
253.727,13.447,
254.159,15.481,
254.591,21.498,
255.024,21.393,
255.456,18.277,
255.888,18.781,
256.320,24.725,
256.753,23.961,
257.185,23.976,
257.617,26.388,
258.050,29.071,
258.482,25.813,
258.914,22.797,
259.347,26.759,
259.779,27.63,
260.211,24.262,
260.644,20.585,
261.076,16.099,
261.508,20.939,
261.941,23.973,
262.373,26.069,
262.805,28.516,
263.238,27.944,
263.670,31.496,
264.102,33.159,
264.535,34.778,
264.967,38.879,
265.399,46.571,
265.832,43.057,
266.264,42.597,
266.696,37.717,
267.129,29.146,
267.561,22.181,
267.993,27.496,
268.426,31.091,
268.858,30.948,
269.290,32.069,
269.723,34.936,
270.155,36.098,
270.587,38.636,
271.020,35.359,
271.452,33.472,
271.884,31.974,
272.317,30.888,
272.749,38.916,
273.181,28.755,
273.614,27.809,
274.046,27.365,
274.478,26.014,
274.911,29.718,
275.343,42.018,
275.775,38.856,
276.208,38.249,
276.640,41.4,
277.072,44.276,
277.504,41.075,
277.937,39.33,
278.369,31.059,
278.801,27.104,
279.234,28.58,
279.666,30.812,
280.098,35.083,
280.531,35.086,
280.963,29.351,
281.395,26.636,
281.828,29.307,
282.260,28.602,
282.692,20.708,
283.125,21.967,
283.557,25.683,
283.989,27.094,
284.422,23.345,
284.854,14.376,
285.286,22.217,
285.719,23.923,
286.151,26.612,
286.583,32.868,
287.016,39.447,
287.448,41.835,
287.880,38.369,
288.313,35.998,
288.745,39.309,
289.177,46.247,
289.610,46.287,
290.042,44.555,
290.474,43.827,
290.907,42.394,
291.339,41.096,
291.771,42.433,
292.204,50.52,
292.636,48.764,
293.068,48.414,
293.501,43.679,
293.933,37.601,
294.365,37.412,
294.798,36.421,
295.230,28.619,
295.662,30.109,
296.095,32.246,
296.527,28.561,
296.959,21.185,
297.392,31.189,
297.824,32.486,
298.256,29.539,
298.688,27.1,
299.121,29.18,
299.553,37.406,
299.985,31.447,
300.418,34.093,
300.850,30.626,
301.282,28.019,
301.715,32.996,
302.147,30.18,
302.579,28.339,
303.012,35.435,
303.444,36.712,
303.876,33.877,
304.309,35.722,
304.741,40.862,
305.173,37.275,
305.606,32.78,
306.038,31.608,
306.470,33.378,
306.903,34.462,
307.335,31.557,
307.767,34.157,
308.200,37.705,
308.632,41.229,
309.064,43.502,
309.497,44.273,
309.929,52.414,
310.361,47.32,
310.794,48.454,
311.226,46.587,
311.658,39.687,
312.091,37.055,
312.523,40.797,
312.955,38.579,
313.388,32.972,
313.820,29.708,
314.252,31.519,
314.685,35.48,
315.117,27.073,
315.549,23.841,
315.982,21.343,
316.414,25.946,
316.846,36.279,
317.279,40.286,
317.711,36.953,
318.143,32.456,
318.576,24.986,
319.008,21.392,
319.440,22.732,
319.872,21.295,
320.305,15.456,
320.737,23.343,
321.169,25.568,
321.602,24.349,
322.034,21.69,
322.466,15.929,
322.899,23.276,
323.331,22.209,
323.763,19.292,
324.196,19.385,
324.628,21.22,
325.060,19.02,
325.493,18.936,
325.925,22.308,
326.357,25.483,
326.790,28.791,
327.222,31.665,
327.654,32.695,
328.087,33.281,
328.519,38.79,
328.951,39.397,
329.384,43.115,
329.816,48.292,
330.248,47.722,
330.681,49.815,
331.113,56.188,
331.545,50.14,
331.978,44.692,
332.410,39.406,
332.842,30.62,
333.275,35.23,
333.707,40.17,
334.139,38.723,
334.572,38.971,
335.004,36.825,
335.436,30.95,
335.869,37.48,
336.301,29.003,
336.733,38.967,
337.166,44.135,
337.598,44.191,
338.030,43.767,
338.463,42.762,
338.895,48.139,
339.327,48.901,
339.760,46.751,
340.192,45.087,
340.624,45.561,
341.056,46.891,
341.489,44.789,
341.921,45.172,
342.353,42.917,
342.786,41.75,
343.218,42.429,
343.650,43.784,
344.083,47.656,
344.515,51.777,
344.947,49.42,
345.380,47.522,
345.812,50.228,
346.244,55.317,
346.677,53.308,
347.109,46.228,
347.541,48.558,
347.974,46.937,
348.406,50.06,
348.838,55.092,
349.271,47.347,
349.703,47.516,
350.135,49.489,
350.568,45.252,
351.000,42.617,
351.432,41.814,
351.865,40.159,
352.297,42.9,
352.729,38.592,
353.162,39.079,
353.594,40.546,
354.026,41.328,
354.459,41.512,
354.891,42.84,
355.323,50.788,
355.756,43.245,
356.188,44.833,
356.620,45.41,
357.053,46.198,
357.485,52.748,
357.917,48.94,
358.350,48.59,
358.782,47.63,
359.214,49.109,
359.647,46.537,
360.079,41.611,
360.511,46.929,
360.944,40.488,
361.376,40.237,
361.808,42.379,
362.240,44.614,
362.673,48.457,
363.105,53.682,
363.537,50.365,
363.970,46.462,
364.402,45.828,
364.834,48.57,
365.267,52.688,
365.699,53.958,
366.131,50.195,
366.564,56.31,
366.996,52.198,
367.428,45.626,
367.861,43.334,
368.293,46.198,
368.725,51.802,
369.158,57.007,
369.590,48.929,
370.022,53.545,
370.455,52.418,
370.887,50.985,
371.319,52.575,
371.752,54.228,
372.184,50.655,
372.616,61.127,
373.049,65.895,
373.481,61.592,
373.913,56.786,
374.346,56.807,
374.778,58.868,
375.210,58.441,
375.643,62.06,
376.075,62.828,
376.507,68.984,
376.940,69.595,
377.372,60.243,
377.804,56.07,
378.237,65.03,
378.669,66.982,
379.101,62.387,
379.534,62.398,
379.966,64.134,
380.398,62.909,
380.831,63.952,
381.263,59.082,
381.695,57.156,
382.128,54.022,
382.560,54.704,
382.992,55.466,
383.424,52.5,
383.857,54.325,
384.289,66.386,
384.721,66.816,
385.154,71.087,
385.586,73.975,
386.018,76.258,
386.451,79.061,
386.883,71.051,
387.315,67.282,
387.748,68.259,
388.180,70.192,
388.612,70.894,
389.045,68.068,
389.477,62.529,
389.909,61.354,
390.342,55.266,
390.774,60.708,
391.206,65.296,
391.639,67.867,
392.071,66.701,
392.503,64.171,
392.936,73,
393.368,70.51,
393.800,74.644,
394.233,78.633,
394.665,82.433,
395.097,85.776,
395.530,88.794,
395.962,93.168,
396.394,87.752,
396.827,83.345,
397.259,90.057,
397.691,95.72,
398.124,95.43,
398.556,93.64,
398.988,97.417,
399.421,102.84,
399.853,102.59,
400.285,103.48,
400.718,106.58,
401.150,110.53,
401.582,114.91,
402.015,120.06,
402.447,117.04,
402.879,120.74,
403.312,122.7,
403.744,126.49,
404.176,133.04,
404.608,136.52,
405.041,134.39,
405.473,153.01,
405.905,148.52,
406.338,156.51,
406.770,168.21,
407.202,178.55,
407.635,186.62,
408.067,196.23,
408.499,213.93,
408.932,221.1,
409.364,224.86,
409.796,240.33,
410.229,258.68,
410.661,277.54,
411.093,296.25,
411.526,309.47,
411.958,324.61,
412.390,340.58,
412.823,360.63,
413.255,382.22,
413.687,406.26,
414.120,433.58,
414.552,463.93,
414.984,498.27,
415.417,530.93,
415.849,564.21,
416.281,606.26,
416.714,648.34,
417.146,690.99,
417.578,736.39,
418.011,777.65,
418.443,824.58,
418.875,880.3,
419.308,938.6,
419.740,995.64,
420.172,1063.3,
420.605,1136.6,
421.037,1202.6,
421.469,1284,
421.902,1368.9,
422.334,1460.8,
422.766,1555.8,
423.199,1655.5,
423.631,1756.7,
424.063,1858.3,
424.496,1966.4,
424.928,2080.2,
425.360,2207.8,
425.792,2348.3,
426.225,2487.2,
426.657,2617.1,
427.089,2748.7,
427.522,2894.4,
427.954,3047.5,
428.386,3213.1,
428.819,3383.6,
429.251,3560.3,
429.683,3744.6,
430.116,3940.4,
430.548,4143.2,
430.980,4342.8,
431.413,4538.4,
431.845,4745.3,
432.277,4932.7,
432.710,5185.5,
433.142,5440.1,
433.574,5681.5,
434.007,5915.1,
434.439,6143.7,
434.871,6392,
435.304,6651.5,
435.736,6914.8,
436.168,7217,
436.601,7522.1,
437.033,7814.4,
437.465,8101.6,
437.898,8393.2,
438.330,8678.8,
438.762,8951.2,
439.195,9280.6,
439.627,9558.1,
440.059,9846,
440.492,10155,
440.924,10432,
441.356,10635,
441.789,10844,
442.221,11072,
442.653,11349,
443.086,11622,
443.518,11887,
443.950,12119,
444.383,12330,
444.815,12566,
445.247,12801,
445.679,13007,
446.112,13168,
446.544,13353,
