,Live Spectrum 8/25/2018 8:51:00 PM,
Wavelength [nm],Intensity,
222.167,66.647,
222.599,68.899,
223.031,61.654,
223.464,51.686,
223.896,47.264,
224.328,56.718,
224.761,59.213,
225.193,66.33,
225.625,65.852,
226.058,60.834,
226.490,61.871,
226.922,54.057,
227.355,49.741,
227.787,48.247,
228.219,49.689,
228.652,52.812,
229.084,45.233,
229.516,38.137,
229.949,45.789,
230.381,53.3,
230.813,46.469,
231.246,45.905,
231.678,44.978,
232.110,48.473,
232.543,50.594,
232.975,47.884,
233.407,46.431,
233.840,46.347,
234.272,42.252,
234.704,38.393,
235.136,39.952,
235.569,52.235,
236.001,53.388,
236.433,54.865,
236.866,55.438,
237.298,55.305,
237.730,56.422,
238.163,69.687,
238.595,75.838,
239.027,70.031,
239.460,57.168,
239.892,47.585,
240.324,56.004,
240.757,66.803,
241.189,69.571,
241.621,70.163,
242.054,72.099,
242.486,58.651,
242.918,52.698,
243.351,60.401,
243.783,66.746,
244.215,63.578,
244.648,57.011,
245.080,50.122,
245.512,37.825,
245.945,34.207,
246.377,44.398,
246.809,63.775,
247.242,60.853,
247.674,65.647,
248.106,64.24,
248.539,62.009,
248.971,66.648,
249.403,64.374,
249.836,58.736,
250.268,55.279,
250.700,53.833,
251.133,56.013,
251.565,68.368,
251.997,58.237,
252.430,53.177,
252.862,49.079,
253.294,46.507,
253.727,50.033,
254.159,56.623,
254.591,69.086,
255.024,72.298,
255.456,72.611,
255.888,77.368,
256.320,67.76,
256.753,68.587,
257.185,65.003,
257.617,64.631,
258.050,68.727,
258.482,65.606,
258.914,57.701,
259.347,56.644,
259.779,61.228,
260.211,69.845,
260.644,80.223,
261.076,87.074,
261.508,72.284,
261.941,61.829,
262.373,62.067,
262.805,68.618,
263.238,63.884,
263.670,46.305,
264.102,38.212,
264.535,35.18,
264.967,36.284,
265.399,43.102,
265.832,45.227,
266.264,44.853,
266.696,46.081,
267.129,43.303,
267.561,34.823,
267.993,35.804,
268.426,51.178,
268.858,52.566,
269.290,58.805,
269.723,68.68,
270.155,63.309,
