,Live Spectrum 8/25/2018 8:52:32 PM,
Wavelength [nm],Intensity,
222.167,54.771,
222.599,58.953,
223.031,55.161,
223.464,53.724,
223.896,51.708,
224.328,35.846,
224.761,27.957,
225.193,37.665,
225.625,46.768,
226.058,48.777,
226.490,45.271,
226.922,48.574,
227.355,53.198,
227.787,61.284,
228.219,70.102,
228.652,74.45,
229.084,65.984,
229.516,72.092,
229.949,75.271,
230.381,76.629,
230.813,77.219,
231.246,57.129,
231.678,61.517,
232.110,62.111,
232.543,56.644,
232.975,49.492,
233.407,51.268,
233.840,61.416,
234.272,69.632,
234.704,73.169,
235.136,70.566,
235.569,61.354,
236.001,55.344,
236.433,55.15,
236.866,52.796,
237.298,50.589,
237.730,58.851,
238.163,74.543,
238.595,75.546,
239.027,70.312,
239.460,64.575,
239.892,61.824,
240.324,58.343,
240.757,72.845,
241.189,81.156,
241.621,78.947,
242.054,69.556,
242.486,64.452,
242.918,70.218,
243.351,72.102,
243.783,68.968,
244.215,62.982,
244.648,59.01,
245.080,75.511,
245.512,80.86,
245.945,79.8,
246.377,80.438,
246.809,90.279,
247.242,83.624,
247.674,63.415,
248.106,47.843,
248.539,42.349,
248.971,45.277,
249.403,46.089,
249.836,42.661,
250.268,38.761,
250.700,37.212,
251.133,40.65,
251.565,51.623,
251.997,68.478,
252.430,72.345,
252.862,61.927,
253.294,50.031,
253.727,57.018,
254.159,61.249,
254.591,56.706,
255.024,48.256,
255.456,42.918,
255.888,45.209,
256.320,47.571,
256.753,56.343,
257.185,53.671,
257.617,49.945,
258.050,52.528,
258.482,58.757,
258.914,56.149,
259.347,64.832,
259.779,71.879,
260.211,74.05,
260.644,72.274,
261.076,52.046,
261.508,60.577,
261.941,73.358,
262.373,75.165,
262.805,63.398,
263.238,57.929,
263.670,55.075,
264.102,52.969,
264.535,47.383,
264.967,46.609,
265.399,63.817,
265.832,63.081,
266.264,56.098,
266.696,63.506,
267.129,71.628,
267.561,68.208,
267.993,70.088,
268.426,64.93,
268.858,61.07,
269.290,53.781,
269.723,46.462,
270.155,49.328,
270.587,63.57,
271.020,62.24,
271.452,58.882,
271.884,53.673,
272.317,48.269,
272.749,57.607,
273.181,64.979,
273.614,66.203,
274.046,69.054,
274.478,79.133,
274.911,95.969,
275.343,89.737,
275.775,64.651,
276.208,55.044,
276.640,55.366,
277.072,57.879,
277.504,71.174,
277.937,90.131,
278.369,88.464,
278.801,69.642,
279.234,51.804,
279.666,55.965,
280.098,75.351,
280.531,75.383,
280.963,71.547,
281.395,67.439,
281.828,68.639,
282.260,84.183,
282.692,91.583,
283.125,90.365,
283.557,82.496,
283.989,70.407,
284.422,59.047,
284.854,60.117,
285.286,47.503,
285.719,47.722,
286.151,57.839,
286.583,67.668,
287.016,64.91,
287.448,47.86,
287.880,58.855,
288.313,75.574,
288.745,84.232,
289.177,80.831,
289.610,74.336,
290.042,85.549,
290.474,79.579,
290.907,73.005,
291.339,69.352,
291.771,67.357,
292.204,68.43,
292.636,62.517,
293.068,56.45,
293.501,55.005,
293.933,58.51,
294.365,64.222,
294.798,70.665,
295.230,74.639,
295.662,83.702,
296.095,81.989,
296.527,70.079,
296.959,68.136,
297.392,69.128,
297.824,60.067,
298.256,58.892,
298.688,59.359,
299.121,54.256,
299.553,46.259,
299.985,55.446,
300.418,49.371,
300.850,51.573,
301.282,59.015,
301.715,62.361,
302.147,64.432,
302.579,60.487,
303.012,65.024,
303.444,68.917,
303.876,72.024,
304.309,76.75,
304.741,74.678,
305.173,82.356,
305.606,82.931,
306.038,76.226,
306.470,69.153,
306.903,70.459,
307.335,79.09,
307.767,65.777,
308.200,62.779,
308.632,68.22,
309.064,72.658,
309.497,66.8,
309.929,58.409,
310.361,74.098,
310.794,78.397,
311.226,73.002,
311.658,64.52,
312.091,57.365,
312.523,49.299,
312.955,49.695,
313.388,47.672,
313.820,51.207,
314.252,58.304,
314.685,55.886,
315.117,70.37,
315.549,76.691,
315.982,70.675,
316.414,63.803,
316.846,61.174,
317.279,55.954,
317.711,44.705,
318.143,50.76,
318.576,64.95,
319.008,67.484,
319.440,55.003,
319.872,46.138,
320.305,48.39,
320.737,56.191,
321.169,62.357,
321.602,66.486,
322.034,70.218,
322.466,74.547,
322.899,69.371,
323.331,71.428,
323.763,80.454,
324.196,83.733,
324.628,75.426,
325.060,62.114,
325.493,63.618,
325.925,60.615,
326.357,60.921,
326.790,60.981,
327.222,62.315,
327.654,69.734,
328.087,71.156,
328.519,90.503,
328.951,87.966,
329.384,77.563,
329.816,65.806,
330.248,53.439,
330.681,65.33,
331.113,63.989,
331.545,70.717,
331.978,79.978,
332.410,78.971,
332.842,62.82,
333.275,57.288,
333.707,68.331,
334.139,75.517,
334.572,87.728,
335.004,97.672,
335.436,94.798,
335.869,80.039,
336.301,61.072,
336.733,57.355,
337.166,68.733,
337.598,76.077,
338.030,69.524,
338.463,62.389,
338.895,57.852,
339.327,58.003,
339.760,54.948,
340.192,49.287,
340.624,44.059,
341.056,43.431,
341.489,56.381,
341.921,65.372,
342.353,59.141,
342.786,57.362,
343.218,64.39,
343.650,72.782,
344.083,82.294,
344.515,86.602,
344.947,70.36,
345.380,59.981,
345.812,52.594,
346.244,43.016,
346.677,46.17,
347.109,57.21,
347.541,61.811,
347.974,71.304,
348.406,76.645,
348.838,70.303,
349.271,56.717,
349.703,63.214,
350.135,70.809,
350.568,64.099,
351.000,69.365,
351.432,79.134,
351.865,75.493,
352.297,77.201,
352.729,81.847,
353.162,75.859,
353.594,77.353,
354.026,77.242,
354.459,72.721,
354.891,79.926,
355.323,95.061,
355.756,88.955,
356.188,74.906,
356.620,65.085,
357.053,64.77,
357.485,71.301,
357.917,75.956,
358.350,62.298,
358.782,58.804,
359.214,70.249,
359.647,79.279,
360.079,75.055,
360.511,68.608,
360.944,81.913,
361.376,93.44,
361.808,96.222,
362.240,92.832,
362.673,86.631,
363.105,79.482,
363.537,70.757,
363.970,57.606,
364.402,66.702,
364.834,75.243,
365.267,78.411,
365.699,77.724,
366.131,74.92,
366.564,69.739,
366.996,81.068,
367.428,90.879,
367.861,86.141,
368.293,72.232,
368.725,62.257,
369.158,63.535,
369.590,66.086,
370.022,68.335,
370.455,68.061,
370.887,68.248,
371.319,73.76,
371.752,84.85,
372.184,89.004,
372.616,91.728,
373.049,88.818,
373.481,80.635,
373.913,72.453,
374.346,69.042,
374.778,70.46,
375.210,67.562,
375.643,61.197,
376.075,60.345,
376.507,60.305,
376.940,60.032,
377.372,62.738,
377.804,72.469,
