,Live Spectrum 8/25/2018 10:39:45 PM,
Wavelength [nm],Intensity,
222.167,48.4,
222.599,39.311,
223.031,38.987,
223.464,40.572,
223.896,39.202,
224.328,32.375,
224.761,31.489,
225.193,35.984,
225.625,37.561,
226.058,36.709,
226.490,38.884,
226.922,43.557,
227.355,42.155,
227.787,40.953,
228.219,40.22,
228.652,38.322,
229.084,37.516,
229.516,44.031,
229.949,49.983,
230.381,51.997,
230.813,48.529,
231.246,39.976,
231.678,40.404,
232.110,42.335,
232.543,40.857,
232.975,35.485,
233.407,35.405,
233.840,36.77,
234.272,36.688,
234.704,36.413,
235.136,36.323,
235.569,35.111,
236.001,36.381,
236.433,39.198,
236.866,38.335,
237.298,35.443,
237.730,37.395,
238.163,39.579,
238.595,39.804,
239.027,39.515,
239.460,40.439,
239.892,43.315,
240.324,41.453,
240.757,44.419,
241.189,45.647,
241.621,45.851,
242.054,45.966,
242.486,41.997,
242.918,43.125,
243.351,42.2,
243.783,39.543,
244.215,37.136,
244.648,38.19,
245.080,36.996,
245.512,40.507,
245.945,39.882,
246.377,35.587,
246.809,35.115,
247.242,38.767,
247.674,40.809,
248.106,41.79,
248.539,40.391,
248.971,37.068,
249.403,42.916,
249.836,44.085,
250.268,46.801,
250.700,49.719,
251.133,51.082,
251.565,50.513,
251.997,45.573,
252.430,46.852,
252.862,47.237,
253.294,45.383,
253.727,45.11,
254.159,46.981,
254.591,45.815,
255.024,43.291,
255.456,38.554,
255.888,32,
256.320,32,
256.753,41.84,
257.185,45.088,
257.617,44.513,
258.050,43.473,
258.482,42.5,
258.914,42.418,
259.347,46.46,
259.779,44.079,
260.211,38.326,
260.644,38.223,
261.076,36.428,
261.508,37.837,
261.941,36.547,
262.373,38.893,
262.805,45.531,
263.238,39.572,
263.670,35.436,
264.102,41.713,
264.535,43.119,
264.967,39.283,
265.399,41.136,
265.832,41.626,
266.264,44.963,
266.696,44.507,
267.129,42.141,
267.561,40.692,
267.993,38.975,
268.426,38.587,
268.858,39.58,
269.290,42.852,
269.723,45.525,
270.155,42.997,
270.587,47.417,
271.020,46.023,
271.452,44.742,
271.884,43.509,
272.317,40.821,
272.749,35.988,
273.181,40.603,
273.614,47.362,
274.046,50.601,
274.478,48.477,
274.911,43.18,
275.343,42.934,
275.775,43.747,
276.208,43.889,
276.640,43.076,
277.072,41.315,
277.504,38.443,
277.937,42.928,
278.369,40.852,
278.801,39.901,
279.234,42.793,
279.666,47.944,
280.098,50.983,
280.531,42.836,
280.963,41.975,
281.395,40.588,
281.828,36.286,
282.260,39.277,
282.692,35.002,
283.125,40.147,
283.557,42.266,
283.989,42.246,
284.422,43.447,
284.854,39.497,
285.286,38.127,
285.719,43.065,
286.151,44.572,
286.583,41.471,
287.016,40.48,
287.448,46.823,
287.880,43.19,
288.313,40.625,
288.745,38.527,
289.177,37.391,
289.610,42.122,
290.042,34.619,
290.474,35.741,
290.907,36.605,
291.339,38.046,
291.771,42.903,
292.204,48.102,
292.636,40.52,
293.068,34.413,
293.501,32.478,
293.933,34.363,
294.365,37.539,
294.798,37.869,
295.230,41.867,
295.662,47.855,
296.095,49.054,
296.527,45.427,
296.959,44.712,
297.392,47.936,
297.824,49.674,
298.256,52.554,
298.688,55.542,
299.121,55.892,
299.553,50.37,
299.985,53.763,
300.418,57.224,
300.850,57.399,
301.282,52.918,
301.715,46.669,
302.147,49.154,
302.579,48.631,
303.012,50.104,
303.444,48.884,
303.876,44.795,
304.309,41.184,
304.741,43.671,
305.173,41.205,
305.606,39.084,
306.038,36.642,
306.470,35.387,
306.903,36.991,
307.335,35.331,
307.767,39.023,
308.200,38.296,
308.632,36.617,
309.064,37.992,
309.497,43.345,
309.929,41.849,
310.361,39.382,
310.794,36.342,
311.226,35.93,
311.658,36.397,
312.091,32.431,
312.523,33.928,
312.955,36.308,
313.388,38.065,
313.820,41.119,
314.252,44.507,
314.685,44.001,
315.117,41.421,
315.549,37.819,
315.982,34.522,
316.414,33.452,
316.846,34.095,
317.279,33.769,
317.711,38.852,
318.143,42.626,
318.576,43.015,
319.008,39.601,
319.440,37.534,
319.872,44.865,
320.305,41.695,
320.737,43.563,
321.169,44.456,
321.602,43.902,
322.034,43.093,
322.466,44.048,
322.899,51.98,
323.331,54.007,
323.763,52.393,
324.196,52.575,
324.628,54.658,
325.060,54.086,
325.493,59.184,
325.925,62.254,
326.357,59.812,
326.790,54.706,
327.222,51.212,
327.654,51.716,
328.087,48.37,
328.519,55.562,
328.951,56.466,
329.384,54.049,
329.816,53.025,
330.248,55.33,
330.681,54.827,
331.113,52.74,
331.545,53.964,
331.978,52.567,
332.410,50.32,
332.842,52.234,
333.275,56.509,
333.707,62.427,
334.139,57.57,
334.572,52.508,
335.004,49.455,
335.436,47.516,
335.869,49.013,
336.301,49.769,
336.733,48.721,
337.166,53.848,
337.598,55.261,
338.030,48.217,
338.463,44.597,
338.895,50.981,
339.327,54.95,
339.760,57.074,
340.192,56.312,
340.624,54.276,
341.056,53.903,
341.489,48.605,
341.921,52.162,
342.353,53.547,
342.786,54.343,
343.218,53.866,
343.650,49.902,
344.083,43.42,
344.515,35.285,
344.947,42.155,
345.380,47.983,
345.812,48.159,
346.244,46.482,
346.677,49.776,
347.109,51.462,
347.541,45.258,
347.974,39.795,
348.406,38.197,
348.838,40.214,
349.271,43.326,
349.703,44.423,
350.135,42.46,
350.568,45.985,
351.000,49.156,
351.432,49.462,
351.865,48.767,
352.297,51.235,
352.729,56.472,
353.162,55.454,
353.594,50.28,
354.026,45.406,
354.459,45.504,
354.891,52.586,
355.323,56.898,
355.756,63.742,
356.188,63.617,
356.620,63.447,
357.053,63.246,
357.485,59.217,
357.917,56.508,
358.350,58.779,
358.782,60.029,
359.214,63.034,
359.647,66.953,
360.079,69.994,
360.511,70.922,
360.944,66.854,
361.376,55.434,
361.808,50.895,
362.240,52.729,
362.673,56.113,
363.105,56.934,
363.537,56.479,
363.970,49.012,
364.402,46.378,
364.834,42.89,
365.267,43.908,
365.699,51.686,
366.131,60.002,
366.564,57.623,
366.996,64.024,
367.428,60.426,
367.861,59.063,
368.293,60.365,
368.725,61.303,
369.158,65.897,
369.590,76.696,
370.022,70.721,
370.455,68.097,
370.887,67.214,
371.319,67.263,
371.752,67.338,
372.184,57.574,
372.616,63.704,
373.049,63.915,
373.481,61.623,
373.913,58.725,
374.346,55.994,
374.778,53.486,
375.210,51.27,
375.643,49.879,
376.075,48.041,
376.507,54.252,
376.940,59.518,
377.372,56.752,
377.804,52.265,
378.237,50.985,
378.669,50.581,
379.101,50.825,
379.534,47.171,
379.966,45.797,
380.398,52.408,
380.831,60.532,
381.263,54.466,
381.695,53.203,
382.128,58.916,
382.560,54.798,
382.992,51.312,
383.424,61.776,
383.857,67.865,
384.289,67.267,
384.721,70.926,
385.154,73.887,
385.586,77.312,
386.018,76.916,
386.451,70.598,
386.883,69.627,
387.315,68.086,
387.748,66.393,
388.180,70.415,
388.612,73.44,
389.045,69.809,
389.477,61.085,
389.909,57.2,
390.342,52.741,
390.774,53.33,
391.206,55.351,
391.639,58.09,
392.071,63.472,
392.503,70.08,
392.936,67.853,
393.368,68.883,
393.800,58.569,
394.233,63.797,
394.665,63.345,
395.097,58.317,
395.530,60.441,
395.962,60.063,
396.394,58,
396.827,58.81,
397.259,62.728,
397.691,69.765,
398.124,72.874,
398.556,70.898,
398.988,75.555,
399.421,67.292,
399.853,67.499,
400.285,73.839,
400.718,80.284,
401.150,81.617,
401.582,80.022,
402.015,82.444,
402.447,73.827,
402.879,68.359,
403.312,65.917,
403.744,65.521,
404.176,66.449,
404.608,69.755,
405.041,76.573,
405.473,82.508,
405.905,84.32,
406.338,80.366,
406.770,78.444,
407.202,79.25,
407.635,82.422,
408.067,85.93,
408.499,83.893,
408.932,92.793,
409.364,91.139,
409.796,94.756,
410.229,98.564,
410.661,102.04,
411.093,109.08,
411.526,121.34,
411.958,132.16,
412.390,131.94,
412.823,134.03,
413.255,144.09,
413.687,153.97,
414.120,158.34,
414.552,160.96,
414.984,166.8,
415.417,173.73,
415.849,190.59,
416.281,201.51,
416.714,212.96,
417.146,228.69,
417.578,244.06,
418.011,251.73,
418.443,260.4,
418.875,283.82,
419.308,292.91,
419.740,305.79,
420.172,321.34,
420.605,338.97,
421.037,362.44,
421.469,383.36,
421.902,417.59,
422.334,448.72,
422.766,478.2,
423.199,507.9,
423.631,538.56,
424.063,569.56,
424.496,599.91,
424.928,630.79,
425.360,664.51,
425.792,708.44,
426.225,748.23,
426.657,786.16,
427.089,826.43,
427.522,871.46,
427.954,923.39,
428.386,973.92,
428.819,1029.5,
429.251,1091.1,
429.683,1147,
430.116,1206.4,
430.548,1273.3,
430.980,1340.3,
431.413,1404.6,
431.845,1470.6,
432.277,1518.9,
432.710,1597.1,
433.142,1676.8,
433.574,1750.8,
434.007,1821.8,
434.439,1890.7,
434.871,1964,
435.304,2042.7,
435.736,2129.5,
436.168,2226.8,
436.601,2321.9,
437.033,2412.3,
437.465,2503,
437.898,2596.9,
438.330,2690.7,
438.762,2788.4,
439.195,2890.6,
439.627,2973.1,
440.059,3056.8,
440.492,3148.5,
440.924,3233.2,
441.356,3295.7,
441.789,3352.8,
442.221,3393.6,
442.653,3452.4,
443.086,3493.8,
443.518,3529.8,
443.950,3552.4,
444.383,3560.6,
444.815,3567.1,
445.247,3561.9,
445.679,3545.8,
446.112,3497.4,
446.544,3446.2,
446.976,3388.2,
447.409,3318.2,
447.841,3238.2,
448.273,3156.3,
448.706,3079.4,
449.138,2998.6,
449.570,2898.6,
450.003,2797.7,
450.435,2694.6,
450.867,2589.6,
451.300,2485,
451.732,2387.5,
452.164,2303,
452.597,2203.8,
453.029,2099.8,
453.461,2002.3,
453.894,1901.8,
454.326,1811.7,
454.758,1729.2,
455.191,1653,
455.623,1595.6,
456.055,1545.8,
456.488,1488.3,
456.920,1440.8,
457.352,1399.4,
457.785,1361.7,
458.217,1316.9,
458.649,1267.3,
459.082,1226.3,
459.514,1196.2,
459.946,1163.7,
460.379,1131.1,
460.811,1104.5,
461.243,1074,
461.676,1036.6,
462.108,1006.5,
462.540,986.58,
462.973,957.6,
463.405,920.46,
463.837,891.1,
464.270,862.95,
464.702,839.53,
465.134,815.68,
465.567,789.77,
465.999,766.5,
466.431,746.92,
466.863,722.77,
467.296,701.46,
467.728,683.39,
468.160,672.06,
468.593,653.36,
469.025,638.45,
469.457,624.98,
469.890,612.27,
470.322,603.03,
470.754,589.02,
471.187,583.16,
471.619,570.9,
472.051,573.03,
472.484,567.35,
472.916,560.56,
473.348,558.46,
473.781,559.55,
474.213,560.24,
474.645,559.26,
475.078,552.24,
475.510,556.89,
475.942,549.16,
476.375,544.23,
476.807,546.34,
477.239,554.43,
477.672,563.88,
478.104,569.3,
478.536,569.61,
478.969,568.81,
479.401,576.62,
479.833,581.01,
480.266,596.58,
480.698,603.99,
481.130,610.83,
481.563,621.53,
481.995,625.96,
482.427,627.82,
482.860,627.29,
483.292,637.81,
483.724,650.4,
484.157,656,
484.589,667.22,
485.021,683.22,
485.454,699.4,
485.886,716.65,
486.318,737.4,
486.751,757.16,
487.183,771.63,
487.615,786.11,
488.047,799.43,
488.480,821.28,
488.912,842.23,
489.344,866.07,
489.777,893.65,
490.209,913.31,
490.641,935.07,
491.074,956.19,
491.506,995.75,
491.938,1016.1,
492.371,1045.1,
492.803,1070.3,
493.235,1090.9,
493.668,1113.5,
494.100,1141,
494.532,1171.9,
494.965,1195.4,
495.397,1221.3,
495.829,1246.9,
496.262,1265.9,
496.694,1284.5,
497.126,1307.6,
497.559,1337.2,
497.991,1366.5,
498.423,1388.7,
498.856,1413.6,
499.288,1438.9,
499.720,1471.9,
500.153,1504.1,
500.585,1527.1,
501.017,1554.5,
501.450,1577.7,
501.882,1604.2,
502.314,1637.4,
502.747,1664.5,
503.179,1693.6,
503.611,1718.8,
504.044,1743.4,
504.476,1766.5,
504.908,1784.1,
505.341,1805.9,
505.773,1824.5,
506.205,1843.8,
506.638,1870.7,
507.070,1898.3,
507.502,1917.9,
507.935,1931.4,
508.367,1955,
508.799,1971.9,
509.231,1997.7,
509.664,2027.9,
510.096,2051.1,
510.528,2068.5,
510.961,2085,
511.393,2100.4,
511.825,2115.1,
512.258,2136.3,
512.690,2154.9,
513.122,2177.2,
513.555,2192.7,
513.987,2208.5,
514.419,2220.7,
514.852,2231,
515.284,2245.2,
515.716,2260.8,
516.149,2271.6,
516.581,2290.1,
517.013,2310.2,
517.446,2334.1,
517.878,2343.5,
518.310,2354.4,
518.743,2372.6,
519.175,2388.3,
519.607,2403.1,
520.040,2415.5,
520.472,2423.7,
520.904,2445.4,
521.337,2461.2,
521.769,2470.8,
522.201,2480.5,
522.634,2495.9,
523.066,2509.7,
523.498,2524.6,
523.931,2534.6,
524.363,2540.6,
524.795,2548.6,
525.228,2558.9,
525.660,2568.1,
526.092,2580.4,
526.525,2583.2,
526.957,2585.6,
527.389,2591.7,
527.822,2596.2,
528.254,2607,
528.686,2619,
529.119,2624.6,
529.551,2626.5,
529.983,2634,
530.415,2645.5,
530.848,2647.4,
531.280,2657.7,
531.712,2670.4,
532.145,2670.6,
532.577,2684.6,
533.009,2691.3,
533.442,2698.9,
533.874,2705.4,
534.306,2709.1,
534.739,2713.9,
535.171,2712.5,
535.603,2719.6,
536.036,2725.9,
536.468,2736,
536.900,2745.7,
537.333,2741.3,
537.765,2737.1,
538.197,2742.4,
538.630,2747.9,
539.062,2754.7,
539.494,2761.2,
539.927,2755.7,
540.359,2751.7,
540.791,2761.2,
541.224,2777.5,
541.656,2778.2,
542.088,2778.6,
542.521,2777.7,
542.953,2783.7,
543.385,2790.9,
543.818,2791.7,
544.250,2791.7,
544.682,2799.2,
545.115,2806.7,
545.547,2801,
545.979,2801.2,
546.412,2808.3,
546.844,2807.3,
547.276,2802.2,
547.709,2807.1,
548.141,2811.4,
548.573,2808.1,
549.006,2800.6,
549.438,2797.2,
549.870,2798.1,
550.303,2799,
550.735,2800.2,
551.167,2790.8,
551.599,2790.4,
552.032,2781.9,
552.464,2780.2,
552.896,2780.8,
553.329,2790.9,
553.761,2797.6,
554.193,2792.5,
554.626,2787.5,
