,Live Spectrum 8/25/2018 8:54:32 PM,
Wavelength [nm],Intensity,
222.167,39.106,
222.599,29.051,
223.031,28.432,
223.464,31.425,
223.896,35.729,
224.328,42.112,
224.761,49.357,
225.193,47.93,
225.625,54.006,
226.058,61.935,
226.490,54.531,
226.922,38.499,
227.355,35.341,
227.787,44.249,
228.219,53.544,
228.652,50.362,
229.084,46.814,
229.516,52.591,
229.949,55.157,
230.381,50.956,
230.813,43.431,
231.246,54.565,
231.678,65.556,
232.110,60.962,
232.543,50.185,
232.975,41.345,
233.407,29.395,
233.840,40.121,
234.272,51.327,
234.704,58.273,
235.136,58.895,
235.569,53.158,
236.001,47.419,
236.433,40.4,
236.866,39.563,
237.298,49.2,
237.730,68.704,
238.163,61.748,
238.595,57.01,
239.027,59.318,
239.460,63.048,
239.892,59.141,
240.324,48.456,
240.757,52.394,
241.189,55.521,
241.621,60.553,
242.054,67.484,
242.486,54.198,
242.918,40.685,
243.351,43.283,
243.783,54.647,
244.215,63.528,
244.648,57.366,
245.080,48.795,
245.512,43.083,
245.945,42.378,
246.377,43.915,
246.809,43.161,
247.242,62.801,
247.674,73.855,
248.106,79.295,
248.539,82.991,
248.971,86.812,
249.403,81.533,
249.836,59.509,
250.268,49.757,
250.700,48.419,
251.133,47.691,
251.565,42.327,
251.997,42.762,
252.430,42.906,
252.862,42.611,
253.294,41.409,
253.727,39.353,
254.159,48.71,
254.591,53.41,
255.024,58.572,
255.456,60.831,
255.888,57.007,
256.320,55.623,
256.753,51.033,
257.185,53.929,
257.617,58.492,
258.050,55.213,
258.482,33.469,
258.914,45.939,
259.347,45.026,
259.779,48.526,
260.211,55.035,
260.644,53.724,
261.076,50.869,
261.508,48.227,
261.941,53.957,
262.373,57.498,
262.805,55.899,
263.238,71.164,
263.670,61.775,
264.102,48.176,
264.535,30.155,
264.967,19.195,
265.399,32.119,
265.832,47.317,
266.264,48.148,
266.696,52.774,
267.129,62.247,
267.561,71.144,
267.993,70.245,
268.426,74.586,
268.858,65.542,
269.290,48.247,
269.723,40.071,
270.155,60.056,
270.587,51.87,
271.020,48.529,
271.452,50.774,
271.884,60.701,
272.317,73.469,
272.749,66.67,
273.181,66.012,
273.614,74.402,
274.046,69.755,
274.478,55.269,
274.911,52.904,
275.343,55.364,
275.775,62.484,
276.208,62.621,
276.640,57.883,
277.072,55.479,
277.504,65.162,
277.937,70.966,
278.369,75.327,
278.801,73.591,
279.234,67.241,
279.666,60.757,
280.098,52.378,
280.531,55.701,
280.963,66.296,
281.395,65.498,
281.828,54.763,
282.260,64.308,
282.692,71.379,
283.125,80.456,
283.557,86.857,
283.989,85.37,
284.422,75.149,
284.854,68.155,
285.286,54.747,
285.719,51.529,
286.151,53.134,
286.583,59.111,
287.016,71.003,
287.448,64.413,
287.880,39.75,
288.313,29.949,
288.745,37.901,
289.177,52.071,
289.610,50.902,
290.042,42.328,
290.474,43.18,
290.907,43.419,
291.339,43.711,
291.771,47.438,
292.204,52.801,
292.636,54.911,
293.068,52.061,
293.501,50.006,
293.933,49.924,
294.365,50.303,
294.798,55.424,
295.230,56.28,
295.662,58.475,
296.095,59.605,
296.527,61.487,
296.959,69.271,
297.392,59.597,
297.824,54.17,
298.256,54.378,
298.688,60.316,
299.121,68,
299.553,67.909,
299.985,43.743,
300.418,43.576,
300.850,48.157,
301.282,56.448,
301.715,67.139,
302.147,60.43,
302.579,56.159,
303.012,61.108,
303.444,59.232,
303.876,51.79,
304.309,49.466,
304.741,58.917,
305.173,48.317,
305.606,44.69,
306.038,46.577,
306.470,49.598,
306.903,50.074,
307.335,49.825,
307.767,55.005,
308.200,58.271,
308.632,60.894,
309.064,63.033,
309.497,62.906,
309.929,58.087,
310.361,52.371,
310.794,59.462,
311.226,69.842,
311.658,73.913,
312.091,68.506,
312.523,63.932,
