,Live Spectrum 8/25/2018 10:41:34 PM,
Wavelength [nm],Intensity,
222.167,41.5,
222.599,40.052,
223.031,43.84,
223.464,41.126,
223.896,36.554,
224.328,47.312,
224.761,40.711,
225.193,39.68,
225.625,41.916,
226.058,41.797,
226.490,33.233,
226.922,30.494,
227.355,26.17,
227.787,27.65,
228.219,31.192,
228.652,30.991,
229.084,40.182,
229.516,41.707,
229.949,42.546,
230.381,44.819,
230.813,48.112,
231.246,46.741,
231.678,48.338,
232.110,53.517,
232.543,55.705,
232.975,55.44,
233.407,73.366,
233.840,66.105,
234.272,54.457,
234.704,49.295,
235.136,52.321,
235.569,53.291,
236.001,56.984,
236.433,58.814,
236.866,58.314,
237.298,56.574,
237.730,56.063,
238.163,62.129,
238.595,63.626,
239.027,65.556,
239.460,69.526,
239.892,74.692,
240.324,74.611,
240.757,81.038,
241.189,78.909,
241.621,75.829,
242.054,78.097,
242.486,70.563,
242.918,68.426,
243.351,70.701,
243.783,73.308,
244.215,73.764,
244.648,72.71,
245.080,73.664,
245.512,70.585,
245.945,72.921,
246.377,75.969,
246.809,66.414,
247.242,64.953,
247.674,65.035,
248.106,64.814,
248.539,64.429,
248.971,65.108,
249.403,69.738,
249.836,69.834,
250.268,69.863,
250.700,69.964,
251.133,69.039,
251.565,64.894,
251.997,59.715,
252.430,62.836,
252.862,61.028,
253.294,53.968,
253.727,52.086,
254.159,55.259,
254.591,59.445,
255.024,59.538,
255.456,58.739,
255.888,61.648,
256.320,66.859,
256.753,62.38,
257.185,62.604,
257.617,63.276,
258.050,60.745,
258.482,55.808,
258.914,57.438,
259.347,62.113,
259.779,68.152,
260.211,73.719,
260.644,76.343,
261.076,68.676,
261.508,66.418,
261.941,64.528,
262.373,62.475,
262.805,60.276,
263.238,57.092,
263.670,62.153,
264.102,58.625,
264.535,55.117,
264.967,54.503,
265.399,54.068,
265.832,52.271,
266.264,47.974,
266.696,48.297,
267.129,51.123,
267.561,53.636,
267.993,58.297,
268.426,54.198,
268.858,53.24,
269.290,53.567,
269.723,53.871,
270.155,54.166,
270.587,55.148,
271.020,56.408,
271.452,55.827,
271.884,55.889,
272.317,58.755,
272.749,62.36,
273.181,61.319,
273.614,63.67,
274.046,65.571,
274.478,69.641,
274.911,81.129,
275.343,77.767,
275.775,80.619,
276.208,77.105,
276.640,69.025,
277.072,63.087,
277.504,67.928,
277.937,65.493,
278.369,55.205,
278.801,56.258,
279.234,64.745,
279.666,65.251,
280.098,63.937,
280.531,62.402,
280.963,64.131,
281.395,64.268,
281.828,64.078,
282.260,73.799,
282.692,70.263,
283.125,66.192,
283.557,64.157,
283.989,64.051,
284.422,64.831,
284.854,66.23,
285.286,65.987,
285.719,68.502,
286.151,69.343,
286.583,68.855,
287.016,70.792,
287.448,70.71,
287.880,76.7,
288.313,74.789,
288.745,72.116,
289.177,73.032,
289.610,71.219,
290.042,76.249,
290.474,67.237,
290.907,66.248,
291.339,71.191,
291.771,71.709,
292.204,63.705,
292.636,65.861,
293.068,65.2,
293.501,66.313,
293.933,69.079,
