,red absorbing state
Wavelength [nm],?r
965.708,49.8
966.075,49.8
966.443,49.8
966.81,49.8
967.177,49.8
967.545,49.8
967.912,49.8
968.278,49.8
968.645,49.8
969.012,49.8
969.378,49.8
969.745,49.8
970.111,49.8
970.478,49.8
970.844,49.8
971.21,49.8
971.576,49.8
971.942,49.8
972.307,49.8
972.673,49.8
973.039,49.8
973.404,49.8
973.769,49.8
974.135,49.8
974.5,49.8
974.865,49.8
975.23,49.8
975.595,49.8
975.959,49.8
976.324,49.8
976.688,49.8
977.053,49.8
977.417,49.8
977.781,49.8
978.145,49.8
978.509,49.8
978.873,49.8
979.237,49.8
979.601,49.8
979.964,49.8
980.328,49.8
980.691,49.8
981.055,49.8
981.418,49.8
981.781,49.8
982.144,49.8
982.507,49.8
982.869,49.8
983.232,49.8
983.595,49.8
983.957,49.8
984.319,49.8
984.682,49.8
985.044,49.8
985.406,49.8
985.768,49.8
986.13,49.8
986.491,49.8
986.853,49.8
987.214,49.8
987.576,49.8
987.937,49.8
988.298,49.8
988.659,49.8
989.02,49.8
989.381,49.8
989.742,49.8
990.103,49.8
990.463,49.8
990.824,49.8
991.184,49.8
991.544,49.8
991.905,49.8
992.265,49.8
992.625,49.8
992.985,49.8
993.344,49.8
993.704,49.8
994.063,49.8
994.423,49.8
994.782,49.8
995.142,49.8
995.501,49.8
995.86,49.8
996.219,49.8
996.577,49.8
996.936,49.8
997.295,49.8
997.653,49.8
998.012,49.8
998.37,49.8
998.728,49.8
999.086,49.8
999.444,49.8
999.802,49.8
1000.16,49.8
1000.518,49.8
1000.875,49.8
1001.233,49.8
1001.59,49.8
1001.947,49.8
1002.305,49.8
1002.662,49.8
1003.019,49.8
1003.375,49.8
1003.732,49.8
1004.089,49.8
1004.445,49.8
1004.802,49.8
1005.158,49.8
1005.514,49.8
1005.871,49.8
1006.227,49.8
1006.583,49.8
1006.938,49.8
1007.294,49.8
1007.65,49.8
1008.005,49.8
1008.361,49.8
1008.716,49.8
1009.071,49.8
1009.426,49.8
1009.781,49.8
1010.136,49.8
1010.491,49.8
1010.846,49.8
1011.2,49.8
1011.555,49.8
1011.909,49.8
1012.263,49.8
1012.617,49.8
1012.971,49.8
1013.326,49.8
1013.679,49.8
1014.033,49.8
1014.387,49.8
1014.74,49.8
1015.094,49.8
1015.447,49.8
1015.8,49.8
1016.153,49.8
1016.507,49.8
1016.859,49.8
1017.212,49.8
1017.565,49.8
1017.918,49.8
1018.27,49.8
1018.622,49.8
1018.975,49.8
1019.327,49.8
1019.679,49.8
1020.031,49.8
1020.383,49.8
1020.735,49.8
1021.086,49.8
1021.438,49.8
1021.79,49.8
1022.141,49.8
1022.492,49.8
1022.843,49.8
1023.194,49.8
1023.545,49.8
1023.896,49.8
1024.247,49.8
1024.598,49.8
1024.948,49.8
1025.299,49.8
1025.649,49.8
1025.999,49.8
1026.349,49.8
1026.699,49.8
1027.049,49.8
1027.399,49.8
1027.749,49.8
1028.099,49.8
1028.448,49.8
1028.797,49.8
1029.147,49.8
1029.496,49.8
1029.845,49.8
1030.194,49.8
1030.543,49.8
1030.892,49.8
1031.24,49.8
1031.589,49.8
1031.938,49.8
1032.286,49.8
1032.634,49.8
1032.982,49.8
1033.33,49.8
1033.678,49.8
1034.026,49.8
1034.374,49.8
1034.722,49.8
1035.069,49.8
1035.417,49.8
1035.764,49.8
1036.111,49.8
1036.458,49.8
1036.805,49.8
1037.152,49.8
1037.499,49.8
1037.846,49.8
1038.193,49.8
1038.539,49.8
1038.885,49.8
1039.232,49.8
1039.578,49.8
1039.924,49.8
1040.27,49.8
1040.616,49.8
1040.962,49.8
1041.307,49.8
1041.653,49.8
1041.998,49.8
1042.344,49.8
1042.689,49.8
1043.034,49.8
1043.379,49.8
1043.724,49.8
1044.069,49.8
1044.414,49.8
1044.759,49.8
1045.103,49.8
1045.448,49.8
1045.792,49.8
1046.136,49.8
1046.48,49.8
1046.824,49.8
1047.168,49.8
1047.512,49.8
1047.856,49.8
1048.199,49.8
1048.543,49.8
1048.886,49.8
1049.23,49.8
1049.573,49.8
1049.916,49.8
1050.259,49.8
1050.602,49.8
1050.945,49.8
1051.287,49.8
1051.63,49.8
1051.972,49.8
1052.315,49.8
1052.657,49.8
1052.999,49.8
1053.341,49.8
1053.683,49.8
1054.025,49.8
1054.367,49.8
1054.708,49.8
1055.05,49.8
1055.391,49.8
1055.733,49.8
1056.074,49.8
1056.415,49.8
1056.756,49.8
1057.097,49.8
1057.438,49.8
1057.779,49.8
1058.119,49.8
1058.46,49.8
1058.8,49.8
1059.141,49.8
1059.481,49.8
1059.821,49.8
1060.161,49.8
1060.501,49.8
1060.841,49.8
1061.18,49.8
1061.52,49.8
1061.859,49.8
1062.199,49.8
1062.538,49.8
1062.877,49.8
1063.216,49.8
1063.555,49.8
1063.894,49.8
1064.233,49.8
1064.571,49.8
1064.91,49.8
1065.248,49.8
1065.587,49.8
1065.925,49.8
1066.263,49.8
1066.601,49.8
1066.939,49.8
1067.277,49.8
1067.615,49.8
1067.952,49.8
1068.29,49.8
1068.627,49.8
1068.964,49.8
1069.302,49.8
1069.639,49.8
1069.976,49.8
1070.313,49.8
1070.649,49.8
1070.986,49.8
1071.323,49.8
1071.659,49.8
1071.996,49.8
1072.332,49.8
1072.668,49.8
1073.004,49.8
1073.34,49.8
1073.676,49.8
1074.012,49.8
1074.347,49.8
1074.683,49.8
1075.018,49.8
1075.354,49.8
1075.689,49.8
1076.024,49.8
1076.359,49.8
1076.694,49.8
1077.029,49.8
1077.364,49.8
1077.698,49.8
1078.033,49.8
1078.367,49.8
1078.701,49.8
1079.036,49.8
1079.37,49.8
1079.704,49.8
1080.038,49.8
1080.371,49.8
1080.705,49.8
1081.039,49.8
1081.372,49.8
1081.705,49.8
1082.039,49.8
1082.372,49.8
1082.705,49.8
1083.038,49.8
1083.371,49.8
1083.704,49.8
1084.036,49.8
1084.369,49.8
1084.701,49.8
1085.034,49.8
1085.366,49.8
1085.698,49.8
1086.03,49.8
1086.362,49.8
1086.694,49.8
1087.025,49.8
1087.357,49.8
1087.689,49.8
1088.02,49.8
1088.351,49.8
1088.682,49.8
1089.014,49.8
1089.345,49.8
1089.676,49.8
1090.006,49.8
1090.337,49.8
1090.668,49.8
1090.998,49.8
1091.328,49.8
1091.659,49.8
1091.989,49.8
1092.319,49.8
1092.649,49.8
1092.979,49.8
1093.308,49.8
1093.638,49.8
1093.968,49.8
1094.297,49.8
1094.626,49.8
1094.956,49.8
1095.285,49.8
1095.614,49.8
1095.943,49.8
1096.272,49.8
1096.6,49.8
1096.929,49.8
1097.257,49.8
1097.586,49.8
1097.914,49.8
1098.242,49.8
1098.571,49.8
1098.899,49.8
1099.226,49.8
1099.554,49.8
1099.882,49.8
1100.209,49.8
1100.537,49.8
1100.864,49.8
1101.192,49.8
1101.519,49.8
1101.846,49.8
1102.173,49.8
1102.5,49.8
